,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
649,649,431918433581020_810891939016999,2016-05-04 10:45:37,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/810891939016999/?type=3,"Do you frequently make late bill payments? Have your cheques bounced from time to time? 

These are signs that you probably have too much debt. Get your finances back on track with these six steps: http://ow.ly/4njIrV",Do you frequently make late bill payments? Have your cheques bounced from time to time? These are signs that you probably have too much debt. Get your finances back on track with these six steps:,[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
650,650,431918433581020_833379080101618,2016-06-16 10:45:40,http://ow.ly/gdxF3018slM,"Are you planning your next vacation?

Save some money by exploring close to home. Canada has a variety of beautiful destinations both near and far. 

Find your perfect vacation right here in Canada: http://ow.ly/gdxF3018slM",Are you planning your next vacation? Save some money by eloring close to home. Canada has a variety of beautiful destinations both near and far. Find your perfect vacation right here in Canada:,[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
651,651,431918433581020_1038690002903857,2017-03-14 13:41:09,https://www.youtube.com/watch?v=bkLgtd9BUtY,,,[],Social,11,0.0,tl,YourMoneyMattersCanada_facebook
652,652,431918433581020_1246158988823623,2017-11-14 11:45:23,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1246158988823623/?type=3,"If you’re a hockey fan looking to buy tickets online, be wary of cyber criminals. 

These fraudsters will try to scam you out of your money or steal your personal info. Make sure the ticketing website has sales, return and privacy policies. Also, check to see if the business has a real physical address and phone number. Legit websites will have all those bases covered.

More tips on buying event tickets online: http://ow.ly/5U5030gtnAj","If you’re a hockey fan looking to buy tickets online, be wary of cyber criminals. These fraudsters will try to scam you out of your money or steal your personal info. Make sure the ticketing website has sales, return and privacy policies. Also, check to see if the business has a real physical address and phone number. Legit websites will have all those bases covered. More tips on buying event tickets online:",[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
653,653,431918433581020_1253698681402987,2017-11-23 11:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1253698681402987/?type=3,"Getting pretty cold out there, eh?

Maybe this hot tip will warm you up: lowering your thermostat overnight by 1°C could save you up to 2% on your energy costs.

That kind of move is not only good for the environment but also good for your wallet. Sleep tight!

Here are some more green living tips: http://ow.ly/mKA030gCSdD","Getting pretty cold out there, eh? Maybe this hot tip will warm you up: lowering your thermostat overnight by °C could save you up to % on your energy costs. That kind of move is not only good for the environment but also good for your wallet. Sleep tight! Here are some more green living tips: dD",[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
654,654,431918433581020_800828053356721,2016-04-14 17:45:33,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/800828053356721/?type=3,"Unhappy with that #LBD you bought last week?

#DYK that there is no legal obligation for businesses to accept returns unless the item purchased is defective?

Luckily, most businesses agree that offering refunds or exchanges is just good customer relations. But before buying an expensive item, play it safe and check the company’s return policy. 

Check out these great “before you buy” tips: http://ow.ly/10wxZt","Unhappy with that you bought last week? that there is no legal obligation for businesses to accept returns unless the item purchased is defective? Luckily, most businesses agree that offering refunds or exchanges is just good customer relations. But before buying an eensive item, play it safe and check the company’s return policy. Check out these great “before you buy” tips:","['#LBD', '#DYK']",Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
655,655,431918433581020_799300840176109,2016-04-11 17:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/799300840176109/?type=3,"Need help filing your income tax return? Tax preparation services can be a low-cost, efficient option when you need help filling out your tax forms.

But be careful when tax services offer to pay you cash for your tax refund. They may charge high fees for a refund that you can get for FREE in just a few weeks.

Learn more about the different types of tax advisors: http://ow.ly/10wtpb","Need help filing your income tax return? Tax preparation services can be a low-cost, efficient option when you need help filling out your tax forms. But be careful when tax services offer to pay you cash for your tax refund. They may charge high fees for a refund that you can get for FREE in just a few weeks. Learn more about the different types of tax advisors:",[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
656,656,431918433581020_821419574630902,2016-05-24 17:45:27,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/821419574630902/?type=3,"Don’t let your dream home #renovations turn into a nightmare! 

If you run into unforeseen structural issues or other problems while renovating, work beyond your original contract may be required. Before moving forward, make sure the extra work and supplies are added to your original contract so there are no surprises at the end. 

Get more tips for hiring a contractor: http://ow.ly/JHsE300q3uY","Don’t let your dream home turn into a nightmare! If you run into unforeseen structural issues or other problems while renovating, work beyond your original contract may be required. Before moving forward, make sure the extra work and supplies are added to your original contract so there are no surprises at the end. Get more tips for hiring a contractor:",['#renovations'],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
657,657,431918433581020_774078199365040,2016-02-29 11:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/774078199365040/?type=3,"Moving sucks. There are never enough boxes, nothing fits through the door and somehow all of your friends' phones were coincidentally “broken” when you sent out a text for volunteers. What to do? 

Before hiring movers, check with organizations such as the Better Business Bureau or the Canadian Association of Movers for a list of suggested companies. 

For more tips, check out the Consumer Checklist for Choosing a Moving Company: http://ow.ly/YT39p","Moving sucks. There are never enough boxes, nothing fits through the door and somehow all of your friends' phones were coincidentally “broken” when you sent out a text for volunteers. What to do? Before hiring movers, check with organizations such as the Better Business Bureau or the Canadian Association of Movers for a list of suggested companies. For more tips, check out the Consumer Checklist for Choosing a Moving Company:",[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
658,658,431918433581020_874609459311913,2016-08-26 17:45:28,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/874609459311913/?type=3,"Are you a first-time home buyer?

Getting a home inspection prior to buying a house can save you a lot of money and time and the hassle of dealing with the unexpected.

Find a qualified home inspector near you: http://ow.ly/jpo6303pb64",Are you a first-time home buyer? Getting a home inspection prior to buying a house can save you a lot of money and time and the hassle of dealing with the uneected. Find a qualified home inspector near you:,[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
659,659,431918433581020_971753772930814,2016-12-20 14:51:00,http://bit.ly/1QIXRj4,,,[],Social,11,0.0,tl,YourMoneyMattersCanada_facebook
660,660,431918433581020_1133472610092262,2017-06-29 10:45:16,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1133472610092262/?type=3,"Borrowing from one credit card to pay off another? That’s not the best plan to improve your credit score.

Understanding how to manage credit card debt can help you deal with existing debt and avoid adding to it. 

The Credit Card Payment Calculator compares three different options for paying off your credit card balance. Find the one that best suits your needs: http://ow.ly/XLIz30cQ3Ia http://itools-ioutils.fcac-acfc.gc.ca/CCPC-CPCC/CCPC-CPCC-eng.aspx",Borrowing from one credit card to pay off another? That’s not the best plan to improve your credit score. Understanding how to manage credit card debt can help you deal with existing debt and avoid adding to it. The Credit Card Payment Calculator compares three different options for paying off your credit card balance. Find the one that best suits your needs:,[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
661,661,431918433581020_963191690453689,2016-12-09 11:45:42,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/963191690453689/?type=3,"#DYK many dress retailers deem party wear to be final sale?

Before spending money on an outfit for your office party or New Year’s Eve bash, ask about the return policy. If your party plans fall through, you may not be able to return your pricey ensemble. http://ow.ly/H17k306LpA7","many dress retailers deem party wear to be final sale? Before spending money on an outfit for your office party or New Year’s Eve bash, ask about the return policy. If your party plans fall through, you may not be able to return your pricey ensemble.",['#DYK'],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
662,662,431918433581020_1010952499010941,2017-02-07 16:00:53,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1010952499010941/?type=3,"Home renovations? Paying cash to avoid the tax is RISKY. 

No written contract means NO PROTECTION against poor work. We have info to help you protect yourself: http://ow.ly/t7Ui308CKam",Home renovations? Paying cash to avoid the tax is RISKY. No written contract means NO PROTECTION against poor work. We have info to help you protect yourself:,[],Social,11,0.0,en,YourMoneyMattersCanada_facebook
663,663,431918433581020_889174744522051,2016-09-14 15:15:30,https://www.facebook.com/HealthyCdns/photos/a.10150334648756719.393693.209857686718/10154527294871719/?type=3,"Do you own the new #Samsung Note7 smartphone?  

Find out about the recall and if you are eligible for a FREE replacement device under Samsung’s product exchange program: http://ow.ly/X0Ir304dFP3",Do you own the new Note7 smartphone? Find out about the recall and if you are eligible for a FREE replacement device under Samsung’s product exchange program:,['#Samsung'],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
664,664,431918433581020_867134180059441,2016-08-16 10:45:41,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/867134180059441/?type=3,"Bought an item from a private seller, but it’s not living up to expectations?

Private sales are NOT covered under most consumer laws, so you will likely need to deal with the seller directly. If the seller isn’t willing to work things out, your next step may be small claims court. Learn more about the risks of private sales: http://ow.ly/RHJr303aUlI","Bought an item from a private seller, but it’s not living up to eectations? Private sales are NOT covered under most consumer laws, so you will likely need to deal with the seller directly. If the seller isn’t willing to work things out, your next step may be small claims court. Learn more about the risks of private sales:",[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
665,665,431918433581020_885249441581248,2016-09-09 10:45:49,http://ow.ly/hd8W303Wtbg,"Did you know there are over 3,700 Electric Vehicle (EV) charging stations available in Canada?

Whether you use your electric vehicle for daily commuting or extended trips, having access to EV charging stations can make owning one both convenient and cost-effective.

Check out the CAA’s new interactive map of EV charging stations from Port Hardy, British Columbia to Mount Pearl, Newfoundland. You’ll never miss a chance to charge your vehicle. http://ow.ly/hd8W303Wtbg","Did you know there are over ,700 Electric Vehicle (EV) charging stations available in Canada? Whether you use your electric vehicle for daily commuting or extended trips, having access to EV charging stations can make owning one both convenient and cost-effective. Check out the CAA’s new interactive map of EV charging stations from Port Hardy, British Columbia to Mount Pearl, Newfoundland. You’ll never miss a chance to charge your vehicle.",[],Economical,11,0.0,en,YourMoneyMattersCanada_facebook
666,666,431918433581020_983183148454543,2017-01-06 11:45:33,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/983183148454543/?type=3,"Have you been hit with holiday credit card bills and don’t know how you’ll make your next mortgage payment?

You can increase the chance of successfully managing your financial situation through early intervention. Call your mortgage professional at the first sign of financial difficulty.

Learn more: http://ow.ly/LZGj307xDaL",Have you been hit with holiday credit card bills and don’t know how you’ll make your next mortgage payment? You can increase the chance of successfully managing your financial situation through early intervention. Call your mortgage professional at the first sign of financial difficulty. Learn more:,[],Environmental,11,0.0,en,YourMoneyMattersCanada_facebook
667,667,431918433581020_1265516846887837,2017-12-06 18:45:10,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1265516846887837/?type=3,"Consumed by debt? 

If you can't pay your personal bills or debts, you still have options. A Licensed Insolvency Trustee can help guide you and get you discharged from your debt. Find out if you have a debt problem by recognizing the danger signals: http://ow.ly/3kE930gX4dp","Consumed by debt? If you can't pay your personal bills or debts, you still have options. A Licensed Insolvency Trustee can help guide you and get you discharged from your debt. Find out if you have a debt problem by recognizing the danger signals:",[],Environmental,11,0.375,en,YourMoneyMattersCanada_facebook
668,668,431918433581020_864492806990245,2016-08-16 17:45:00,https://www.facebook.com/YourMoneyMattersCanada/videos/864492806990245/,"Credit cards are convenient to carry, allow you to defer payment for purchases and offer rewards programs. No wonder they’ve become part of daily life. 

But if you’re not careful, it’s easy to let debt pile up, resulting in steep interest charges. And not paying your bills on time can leave you with a poor credit history, making it more difficult to get credit in the future.

Check out these tips to charge ahead wisely: http://ow.ly/tdjS303aZ5K","Credit cards are convenient to carry, allow you to defer payment for purchases and offer rewards programs. No wonder they’ve become part of daily life. But if you’re not careful, it’s easy to let debt pile up, resulting in steep interest charges. And not paying your bills on time can leave you with a poor credit history, making it more difficult to get credit in the future. Check out these tips to charge ahead wisely:",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
669,669,431918433581020_771958032910390,2016-02-24 18:45:34,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/771958032910390/?type=3,"Do you work in trades? 

You might be able to claim the cost of tools you bought for work providing your employer certifies that they are necessary for your job through the T2200 tax form. Get details here: http://ow.ly/YEzCL",Do you work in trades? You might be able to claim the cost of tools you bought for work providing your employer certifies that they are necessary for your job through the T2200 tax form. Get details here:,[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
670,670,431918433581020_1144641008975422,2017-07-12 17:45:08,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1144641008975422/?type=3,"Is skydiving or bungee jumping on your summer vacation to-do list?

Before testing your limits, know that injuries caused by high-risk sports are not typically covered by travel insurance. Ask your insurance provider to see what IS covered before you make the jump! http://ow.ly/I74830drxWB","Is skydiving or bungee jumping on your summer vacation to-do list? Before testing your limits, know that injuries caused by high-risk sports are not typically covered by travel insurance. Ask your insurance provider to see what IS covered before you make the jump!",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
671,671,431918433581020_1241318072641048,2017-11-08 11:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1241318072641048/?type=3,"How many clothing care symbols do you know? 

Make the most of your clothes, new or old, by understanding how to best care for them. Washing, bleaching, drying, ironing or professional cleaning? The symbols on the tags tell you exactly how to treat your clothing. 

Learn the symbols. You’ll make your clothes last longer and avoid costly mistakes—like shrinking your favourite tees! http://ow.ly/AslE30ghceV","How many clothing care symbols do you know? Make the most of your clothes, new or old, by understanding how to best care for them. Washing, bleaching, drying, ironing or professional cleaning? The symbols on the tags tell you exactly how to treat your clothing. Learn the symbols. You’ll make your clothes last longer and avoid costly mistakes—like shrinking your favourite tees!",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
672,672,431918433581020_836480389791487,2016-06-22 12:00:30,https://www.facebook.com/CanadianInnovation/videos/141838642889098/,We want to hear from you on how Canada can be a more innovative country. Got an idea? Share it and be part of #CdnInnovation: Canada.ca/innovation,We want to hear from you on how Canada can be a more innovative country. Got an idea? Share it and be part of :,['#CdnInnovation'],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
673,673,431918433581020_1049949171777940,2017-03-28 13:08:41,https://www.facebook.com/cmhc.schl/photos/a.958031480937109.1073741828.733760243364235/1430864383653814/?type=3,,,[],Social,10,0.0,tl,YourMoneyMattersCanada_facebook
674,674,431918433581020_1119510754821781,2017-06-13 10:45:22,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1119510754821781/?type=3,"Are you a senior that is house-rich but considering a reverse mortgage to get more cash to make ends meet?

Don’t forget that interest rates and costs associated with a reverse mortgage are usually higher than those of a regular mortgage. The equity you hold in your home may go down as the interest on your loan adds up over the years. Learn more: http://ow.ly/p2sE30cqMT6",Are you a senior that is house-rich but considering a reverse mortgage to get more cash to make ends meet? Don’t forget that interest rates and costs associated with a reverse mortgage are usually higher than those of a regular mortgage. The equity you hold in your home may go down as the interest on your loan adds up over the years. Learn more:,[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
675,675,431918433581020_806766129429580,2016-04-26 10:45:44,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/806766129429580/?type=3,"Is your mortgage up for renewal?

Don’t wait for your renewal letter to start shopping around. A little advance legwork can lead to big savings over the course of one mortgage term. Take the time to find the mortgage that’s best for you by seeing what other lenders have to offer. Don’t forget, you can also negotiate rates with your current lender to save money. 

More information about mortgage renewal: http://ow.ly/4n3L9O","Is your mortgage up for renewal? Don’t wait for your renewal letter to start shopping around. A little advance legwork can lead to big savings over the course of one mortgage term. Take the time to find the mortgage that’s best for you by seeing what other lenders have to offer. Don’t forget, you can also negotiate rates with your current lender to save money. More information about mortgage renewal:",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
676,676,431918433581020_1199252703514252,2017-09-15 10:45:23,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1199252703514252/?type=3,"Canada’s anti-spam legislation prohibits anyone from installing software—including updates—on your electronic devices without your consent.

It also applies to updates and upgrades installed by somebody else, even if you installed the original software. If you think someone has installed malicious software or has modified your software in a harmful way, report it at http://ow.ly/vRgJ30f3Z7I #CASL #FightSpam","Canada’s anti-spam legislation prohibits anyone from installing software—including updates—on your electronic devices without your consent. It also applies to updates and upgrades installed by somebody else, even if you installed the original software. If you think someone has installed malicious software or has modified your software in a harmful way, report it at","['#CASL', '#FightSpam']",Economical,10,0.0,en,YourMoneyMattersCanada_facebook
677,677,431918433581020_763440407095486,2016-02-05 18:45:35,http://ow.ly/XREPt,"March Break is just around the corner! Is your passport up to date?

If you are renewing your passport or applying for a new one, make sure to allow yourself enough time. Some types of applications can take up to 20 business days to process. Plan ahead so you’re not paying additional fees for a rush service. http://ow.ly/XREPt","March Break is just around the corner! Is your passport up to date? If you are renewing your passport or applying for a new one, make sure to allow yourself enough time. Some types of applications can take up to business days to process. Plan ahead so you’re not paying additional fees for a rush service.",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
678,678,431918433581020_804372723002254,2016-04-21 17:45:07,https://www.facebook.com/YourMoneyMattersCanada/videos/804370283002498/,"Another benefit to using public transit – a tax credit!
This includes passes for unlimited travel within Canada on local buses, streetcars, subways, commuter trains or local ferries.  Get details here: 
http://ow.ly/4mP35E","Another benefit to using public transit – a tax credit! This includes passes for unlimited travel within Canada on local buses, streetcars, subways, commuter trains or local ferries. Get details here:",[],Economical,10,0.0,en,YourMoneyMattersCanada_facebook
679,679,431918433581020_830330380406488,2016-06-10 17:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/830330380406488/?type=3,"#DYK that leaving the hose running when washing your car uses about 400 litres of water per car wash?

Here’s a quick way to #Save5: Use a bucket of soapy water to wash your car and only use the hose to rinse it off. That’ll reduce your water usage by about 75%, which means savings on your water bill. 

Learn more on how to best watch your water consumption: http://ow.ly/7yDX300U133 #CanadianEnvironmentWeek","that leaving the hose running when washing your car uses about litres of water per car wash? Here’s a quick way to : Use a bucket of soapy water to wash your car and only use the hose to rinse it off. That’ll reduce your water usage by about %, which means savings on your water bill. Learn more on how to best watch your water consumption:","['#DYK', '#Save5', '#CanadianEnvironmentWeek']",Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
680,680,431918433581020_830167680422758,2016-06-10 10:45:44,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/830167680422758/?type=3,"Does the barista at your local coffee shop start your order when you walk in the door?

You’d be surprised how many retailers—from pharmacies to cafés—reward loyal customers with points that can be exchanged for products and services. Save yourself some money at the places you shop: Ask the cashier if they offer a rewards program. Who doesn’t like free stuff?

Learn more about in-store rewards: http://ow.ly/At7P300U0JR",Does the barista at your local coffee shop start your order when you walk in the door? You’d be surprised how many retailers—from pharmacies to cafés—reward loyal customers with points that can be exchanged for products and services. Save yourself some money at the places you shop: Ask the cashier if they offer a rewards program. Who doesn’t like free stuff? Learn more about in-store rewards:,[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
681,681,431918433581020_1058008197638704,2017-04-06 10:45:29,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1058008197638704/?type=3,"A leaky faucet means your money is going down the drain. One. Drop. At. A. Time. 
Simple water-conserving measures, like fixing that leaky faucet, can save you money on your utility bill. http://ow.ly/gGmI30asfvr","A leaky faucet means your money is going down the drain. One. Drop. At. A. Time. Simple water-conserving measures, like fixing that leaky faucet, can save you money on your utility bill.",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
682,682,431918433581020_815047498601443,2016-05-12 10:45:45,http://ow.ly/BfIl3002m6y,"Buying your first home? Congratulations!

Buying a house is a big deal, but it doesn’t have to be confusing. Make sure you have all the info you need BEFORE meeting with a mortgage specialist.

Visit CMHC.ca and use its online tools to find out what you can afford: http://ow.ly/BfIl3002m6y","Buying your first home? Congratulations! Buying a house is a big deal, but it doesn’t have to be confusing. Make sure you have all the info you need BEFORE meeting with a mortgage specialist. Visit CMHC.ca and use its online tools to find out what you can afford:",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
683,683,431918433581020_876826155756910,2016-08-29 17:45:27,,"With summer coming to an end, now is a great time to check how you did with your summertime budget. Monthly expenses can change, so be sure to review your budget and adjust it where needed.

Use our budget worksheet to help you plan ahead for the fall: http://ow.ly/PFF2303CMW4","With summer coming to an end, now is a great time to check how you did with your summertime budget. Monthly eenses can change, so be sure to review your budget and adjust it where needed. Use our budget worksheet to help you plan ahead for the fall:",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
684,684,431918433581020_1059159444190246,2017-04-07 12:05:07,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1059159444190246/?type=3,Being a #foodie in Canada will be tastier and cheaper thanks to the new Canada Free Trade Agreement that will give you more options for buying Canadian-made products from across Canada. http://ow.ly/WKeS30aFrQ6 #BetterCanada #CdnInnovation #CdnFreeTrade,Being a in Canada will be tastier and cheaper thanks to the new Canada Free Trade Agreement that will give you more options for buying Canadian-made products from across Canada.,"['#foodie', '#BetterCanada', '#CdnInnovation', '#CdnFreeTrade']",Social,10,0.0,en,YourMoneyMattersCanada_facebook
685,685,431918433581020_1213251988780990,2017-10-03 17:45:11,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1213251988780990/?type=3,"There are many consultants who will charge you for debt advice. An LIT is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. 

When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, experience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. http://ow.ly/T9MI30fwlc0","There are many consultants who will charge you for debt advice. An LIT is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, eerience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. c0",[],Economical,10,0.0,en,YourMoneyMattersCanada_facebook
686,686,431918433581020_990284541077737,2017-01-16 11:45:36,http://ow.ly/qEJG307WMLi,"We know that as a true Canadian, you’re too polite to ask, “How much is on that gift card?”
#ConsumerTIP: More often than not, you can check the balance by searching the official company website or by calling the telephone number on the back. http://ow.ly/qEJG307WMLi","We know that as a true Canadian, you’re too polite to ask, “How much is on that gift card?” : More often than not, you can check the balance by searching the official company website or by calling the telephone number on the back.",['#ConsumerTIP'],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
687,687,431918433581020_1131312546974935,2017-06-27 10:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1131312546974935/?type=3,"If you’re a concertgoer or sports fan looking to buy tickets online, be wary of cyber criminals. These fraudsters will try to scam you out of your money or steal your personal info. Make sure the ticketing website has sales, return and privacy policies. Also, check to see if there is a real physical address and phone number for the business. Legit websites will have all those bases covered.

More tips on buying event tickets online: http://ow.ly/7vu130cQ21R","If you’re a concertgoer or sports fan looking to buy tickets online, be wary of cyber criminals. These fraudsters will try to scam you out of your money or steal your personal info. Make sure the ticketing website has sales, return and privacy policies. Also, check to see if there is a real physical address and phone number for the business. Legit websites will have all those bases covered. More tips on buying event tickets online:",[],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
688,688,431918433581020_1077000475739476,2017-04-24 15:40:18,https://www.facebook.com/cmhc.schl/photos/a.958031480937109.1073741828.733760243364235/1471854842888101/?type=3,,,[],Social,10,0.3181818181818182,tl,YourMoneyMattersCanada_facebook
689,689,431918433581020_820762031363323,2016-05-23 10:45:34,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/820762031363323/?type=3,"Thinking about joining a gym or health club to get in shape for #summer?  

Be smart about your investment. Before committing to a lengthy gym contract, ask for a tour of the facility or sit in on a class to make sure you’ll get your money’s worth. 

More info on health club contracts: http://ow.ly/6rga300q29E","Thinking about joining a gym or health club to get in shape for ? Be smart about your investment. Before committing to a lengthy gym contract, ask for a tour of the facility or sit in on a class to make sure you’ll get your money’s worth. More info on health club contracts:",['#summer'],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
690,690,431918433581020_1211482665624589,2017-10-01 10:45:12,,"DYK coffee is the most commonly consumed beverage among adult Canadians? Even more than tap water!

Two thirds of adult Canadians enjoy at least one cup of coffee a day, but the average is actually 3.2 cups per day.

How much do you pay for your daily cup of joe? Calculate how much you spend on coffee every month: http://ow.ly/8GnM30fwDLN #InternationalCoffeeDay","DYK coffee is the most commonly consumed beverage among adult Canadians? Even more than tap water! Two thirds of adult Canadians enjoy at least one cup of coffee a day, but the average is actually cups per day. How much do you pay for your daily cup of joe? Calculate how much you spend on coffee every month:",['#InternationalCoffeeDay'],Economical,10,0.0,en,YourMoneyMattersCanada_facebook
691,691,431918433581020_790675541038639,2016-03-28 12:45:36,,"Don’t trust your money to just anyone—make sure you’re working with a trained, registered financial advisor. Visit the Canadian Securities Administrators website and use the National Registration Search to find an advisor who’s registered in Canada.

More here: http://ow.ly/ZUhux","Don’t trust your money to just anyone—make sure you’re working with a trained, registered financial advisor. Visit the Canadian Securities Administrators website and use the National Registration Search to find an advisor who’s registered in Canada. More here:",[],Social,10,0.0,en,YourMoneyMattersCanada_facebook
692,692,431918433581020_757012034404990,2016-01-21 18:45:36,,"Are you receiving a never-ending slew of emails from a business? Can’t seem to find the “unsubscribe” button to make it stop? 

Report it to the Spam Reporting Centre: http://ow.ly/XhPt6",Are you receiving a never-ending slew of emails from a business? Can’t seem to find the “unsubscribe” button to make it stop? Report it to the Spam Reporting Centre:,[],Economical,10,0.0,en,YourMoneyMattersCanada_facebook
693,693,431918433581020_1235938276512361,2017-11-01 17:45:09,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1235938276512361/?type=3,"When you’re in debt and need help, who should you turn to for qualified help? A Licensed Insolvency Trustee or a debt consultant? Protect yourself by knowing the difference. #LITsCanHelp. Find out more: http://ow.ly/ZvxD30fUUF8","When you’re in debt and need help, who should you turn to for qualified help? A Licensed Insolvency Trustee or a debt consultant? Protect yourself by knowing the difference. . Find out more: 8",['#LITsCanHelp'],Social,10,0.0,en,YourMoneyMattersCanada_facebook
694,694,431918433581020_1247743535331835,2017-11-16 11:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1247743535331835/?type=3,"#TravelTip: Notify your financial institution of when and where you plan to travel.

Some banks and credit unions will freeze your debit card if transactions are made outside of where you normally travel. By giving them a heads-up, you won’t have to worry about your account during your trip.

More tips for using ATMs in foreign countries: http://ow.ly/V72R30gtoLG",": Notify your financial institution of when and where you plan to travel. Some banks and credit unions will freeze your debit card if transactions are made outside of where you normally travel. By giving them a heads-up, you won’t have to worry about your account during your trip. More tips for using ATMs in foreign countries:",['#TravelTip'],Environmental,10,0.0,en,YourMoneyMattersCanada_facebook
