Unnamed: 0,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
10,BN702mZBWPX,1.40395e+18,"[""kouchibouguac"",""hiver"",""vélo"",""cycliste"",""neige"",""pnkouchibouguac"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/35dad97526569b13b425402ca2e8cb75/5AEE6CD1/t51.2885-15/e35/19379462_301713140240089_5038570832385802240_n.jpg,"[""deography""]",0,Faites vos plans hivernales dès maintenant!Essayez un « fat bike » au parc national . Parcourez les circuits en vous laissant inspirer par la blancheur hivernale du parc. Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir!  élo,22,"[""deography""]",2016-12-12T15:01:24,False,2016-12-12_15-01-24,parcs.canada,4141034395,,Faites vos plans hivernales maintenant Essayez un fat bike au parc national Parcourez les circuits en vous laissant inspirer par la blancheur hivernale du parc Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir lo,"['Faites', 'vos', 'plans', 'hivernales', 'maintenant', 'Essayez', 'un', 'fat', 'bike', 'au', 'parc', 'national', 'Parcourez', 'les', 'circuits', 'en', 'vous', 'laissant', 'inspirer', 'par', 'la', 'blancheur', 'hivernale', 'du', 'parc', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir', 'lo']","[u'fait', u'vos', u'plan', u'hivernal', u'mainten', u'essayez', 'un', u'fat', u'bike', 'au', u'parc', u'nation', u'parcourez', u'les', u'circuit', 'en', u'vous', u'laissant', u'inspir', u'par', 'la', u'blancheur', u'hivernal', 'du', u'parc', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir', 'lo']"
11,BN-LKj9hr3l,1.40461e+18,"[""hiver"",""neige"",""exploreon"",""pêchesurglace"",""lacsupérieur"",""ontario"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a7c649a1110cd6c910a6cfa6314ba5a0/5ADD05F2/t51.2885-15/e35/19424940_301442966970364_4226719630011400192_n.jpg,[],0,"Avez-vous déjà essayé la pêche sur glace? Avec plus de espèces de poissons, l'aire marine nationale de conservation du Lac-Supérieur est l'endroit idéal pour tenter l’eérience! Réchauffez-vous dans une cabane de pêche confortable ou respirer l'air vivifiant de l'hiver en admirant le paysage spectaculaire. Laissez-nous vous aider à planifier votre prochaine activité hivernale : cliquez sur le lien dans notre bio!  êchesurglace érieur",26,[],2016-12-13T12:54:51,False,2016-12-13_12-54-51,parcs.canada,4141034395,,Avez vous la sur glace Avec plus de ces de poissons aire marine nationale de conservation du Lac rieur est endroit al pour tenter rience chauffez vous dans une cabane de confortable ou respirer air vivifiant de hiver en admirant le paysage spectaculaire Laissez nous vous aider planifier votre prochaine hivernale cliquez sur le lien dans notre bio rieur,"['Avez', 'vous', 'la', 'sur', 'glace', 'Avec', 'plus', 'de', 'ces', 'de', 'poissons', 'aire', 'marine', 'nationale', 'de', 'conservation', 'du', 'Lac', 'rieur', 'est', 'endroit', 'al', 'pour', 'tenter', 'rience', 'chauffez', 'vous', 'dans', 'une', 'cabane', 'de', 'confortable', 'ou', 'respirer', 'air', 'vivifiant', 'de', 'hiver', 'en', 'admirant', 'le', 'paysage', 'spectaculaire', 'Laissez', 'nous', 'vous', 'aider', 'planifier', 'votre', 'prochaine', 'hivernale', 'cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'rieur']","[u'avez', u'vous', 'la', u'sur', u'glace', u'avec', u'plus', 'de', u'ces', 'de', u'poisson', u'air', u'marin', u'national', 'de', u'conserv', 'du', u'lac', u'rieur', u'est', u'endroit', 'al', u'pour', u'tenter', u'rienc', u'chauffez', u'vous', u'dan', u'une', u'caban', 'de', u'confort', 'ou', u'respir', u'air', u'vivifi', 'de', u'hiver', 'en', u'admir', 'le', u'paysag', u'spectaculair', u'laissez', u'nous', u'vous', u'aider', u'planifi', u'votr', u'prochain', u'hivernal', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'rieur']"
12,BOA9wFTh3gc,1.40539e+18,"[""pnmauricie"",""lamauricie"",""hiver"",""neige"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59576f9fea91e3ef3ec9e3f6307c0f86/5AFEED8B/t51.2885-15/e35/19367793_1601869446512865_1911618505258565632_n.jpg,"[""emilieduchesne1""]",0,"Ski de fond, graphineige ou randonnées en raquettes – des activités pour tous au parc national de la Mauricie! Pourquoi ne pas essayez quelque chose de nouveau cet hiver?!Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir! ",42,[],2016-12-14T14:55:21,False,2016-12-14_14-55-21,parcs.canada,4141034395,,Ski de fond graphineige ou es en raquettes des pour tous au parc national de la Mauricie Pourquoi ne pas essayez quelque chose de nouveau cet hiver Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir,"['Ski', 'de', 'fond', 'graphineige', 'ou', 'es', 'en', 'raquettes', 'des', 'pour', 'tous', 'au', 'parc', 'national', 'de', 'la', 'Mauricie', 'Pourquoi', 'ne', 'pas', 'essayez', 'quelque', 'chose', 'de', 'nouveau', 'cet', 'hiver', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir']","[u'ski', 'de', u'fond', u'graphineig', 'ou', 'es', 'en', u'raquett', u'des', u'pour', u'tous', 'au', u'parc', u'nation', 'de', 'la', u'maurici', u'pourquoi', 'ne', u'pas', u'essayez', u'quelqu', u'chose', 'de', u'nouveau', u'cet', u'hiver', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir']"
13,BODdEXmhi3-,1.4061e+18,"[""hiver"",""skieurs"",""surfeurs"",""raquetteurs"",""ski"",""neige"",""explorecanada"",""explorenl"",""pngrosmorne"",""terreneuve"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3351122292c6261b425100f0c38e3693/5AF2A007/t51.2885-15/e35/19425016_1956333694598792_4315017667921575936_n.jpg,"[""tomcochrane""]",0,"Prenez la route cet et faites l'eérience de l'épais manteau de poudreuse dans l'arrière-pays et parcourez les Tablelands au parc national du Gros Morne! PHOTO Les , des neiges et se dirigent vers le ravin Southwest et se détendent ensuite auprès du poêle à bois dans un abri. Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir! ",51,[],2016-12-15T14:07:29,False,2016-12-15_14-07-29,parcs.canada,4141034395,,Prenez la route cet et faites rience de pais manteau de poudreuse dans pays et parcourez les Tablelands au parc national du Gros Morne PHOTO Les des neiges et se dirigent vers le ravin Southwest et se tendent ensuite du bois dans un abri Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir,"['Prenez', 'la', 'route', 'cet', 'et', 'faites', 'rience', 'de', 'pais', 'manteau', 'de', 'poudreuse', 'dans', 'pays', 'et', 'parcourez', 'les', 'Tablelands', 'au', 'parc', 'national', 'du', 'Gros', 'Morne', 'PHOTO', 'Les', 'des', 'neiges', 'et', 'se', 'dirigent', 'vers', 'le', 'ravin', 'Southwest', 'et', 'se', 'tendent', 'ensuite', 'du', 'bois', 'dans', 'un', 'abri', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir']","[u'prenez', 'la', u'rout', u'cet', 'et', u'fait', u'rienc', 'de', u'pai', u'manteau', 'de', u'poudreus', u'dan', u'pay', 'et', u'parcourez', u'les', u'tableland', 'au', u'parc', u'nation', 'du', u'gros', u'morn', u'photo', u'les', u'des', u'neig', 'et', 'se', u'dirig', u'ver', 'le', u'ravin', u'southwest', 'et', 'se', u'tendent', u'ensuit', 'du', u'boi', u'dan', 'un', u'abri', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir']"
14,BOGCe1-BsWI,1.40682e+18,"[""hiver"",""neige"",""sourcesthermales"",""parcscanada"",""canada150"",""pnkootenay"",""colombiebritannique""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc09a2b3c8a2e0afca02a64eb2e06533/5ADC0189/t51.2885-15/e35/19367849_1580246478661702_8991502480713973760_n.jpg,[],0,"Il fait peut-être un peu froid dehors, mais nous avons la solution pour vous réchauffer! Venez relaxer dans les eaux minérales réconfortantes des sources thermales Radium et essayez de repérer un mouflon dans son habitat naturel au parc national Kootenay. Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir! ",36,[],2016-12-16T14:12:54,False,2016-12-16_14-12-54,parcs.canada,4141034395,,Il fait peut un peu froid dehors mais nous avons la solution pour vous chauffer Venez relaxer dans les eaux rales confortantes des sources thermales Radium et essayez de rer un mouflon dans son habitat naturel au parc national Kootenay Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir,"['Il', 'fait', 'peut', 'un', 'peu', 'froid', 'dehors', 'mais', 'nous', 'avons', 'la', 'solution', 'pour', 'vous', 'chauffer', 'Venez', 'relaxer', 'dans', 'les', 'eaux', 'rales', 'confortantes', 'des', 'sources', 'thermales', 'Radium', 'et', 'essayez', 'de', 'rer', 'un', 'mouflon', 'dans', 'son', 'habitat', 'naturel', 'au', 'parc', 'national', 'Kootenay', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir']","['il', u'fait', u'peut', 'un', u'peu', u'froid', u'dehor', u'mai', u'nous', u'avon', 'la', u'solut', u'pour', u'vous', u'chauffer', u'venez', u'relax', u'dan', u'les', u'eaux', u'rale', u'confortant', u'des', u'sourc', u'thermal', u'radium', 'et', u'essayez', 'de', u'rer', 'un', u'mouflon', u'dan', u'son', u'habitat', u'naturel', 'au', u'parc', u'nation', u'kootenay', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir']"
15,BOIjKsdhApd,1.40753e+18,"[""hiver"",""neige"",""toboggan"",""parcscanada"",""canada150"",""nouveaubrunswick"",""explorenb"",""pnfundy""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/37b1688ab578be893f4b6069ba6fc000/5AFBCE93/t51.2885-15/e35/19367270_974750499334596_2345212934306660352_n.jpg,[],0,Passez une après-midi avec votre famille et amis au parc national Fundy et retournez à la maison la tête remplie de souvenirs qui sauront vous réchauffer cette saison. Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir! ,23,[],2016-12-17T13:36:59,False,2016-12-17_13-36-59,parcs.canada,4141034395,,Passez une midi avec votre famille et amis au parc national Fundy et retournez la maison la remplie de souvenirs qui sauront vous chauffer cette saison Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir,"['Passez', 'une', 'midi', 'avec', 'votre', 'famille', 'et', 'amis', 'au', 'parc', 'national', 'Fundy', 'et', 'retournez', 'la', 'maison', 'la', 'remplie', 'de', 'souvenirs', 'qui', 'sauront', 'vous', 'chauffer', 'cette', 'saison', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir']","[u'passez', u'une', u'midi', u'avec', u'votr', u'famill', 'et', u'ami', 'au', u'parc', u'nation', u'fundi', 'et', u'retournez', 'la', u'maison', 'la', u'rempli', 'de', u'souvenir', u'qui', u'sauront', u'vous', u'chauffer', u'cett', u'saison', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir']"
16,BOLYXwXh6dV,1.40833e+18,"[""hiver"",""neige"",""parcscanada"",""canada150"",""parcnationalcanadadesglaciers""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f275bfc355df0d5486facf7472553453/5AE63763/t51.2885-15/e35/19228818_1324984624265252_5229833508557422592_n.jpg,"[""jorunswild""]",0,"Le Canada est un véritable paradis hivernal, et une multitude d'activités à essayer pendant les mois d'hiver.Cette magnifique photo de a été prise au col Rogers en plein cœur du parc national des Glaciers.Cliquez sur le lien dans notre bio pour voir nos dix activités d'hiver à découvrir! ",30,[],2016-12-18T16:00:22,False,2016-12-18_16-00-22,parcs.canada,4141034395,,Le Canada est un ritable paradis hivernal et une multitude essayer pendant les mois hiver Cette magnifique photo de prise au col Rogers en plein ur du parc national des Glaciers Cliquez sur le lien dans notre bio pour voir nos dix hiver couvrir,"['Le', 'Canada', 'est', 'un', 'ritable', 'paradis', 'hivernal', 'et', 'une', 'multitude', 'essayer', 'pendant', 'les', 'mois', 'hiver', 'Cette', 'magnifique', 'photo', 'de', 'prise', 'au', 'col', 'Rogers', 'en', 'plein', 'ur', 'du', 'parc', 'national', 'des', 'Glaciers', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'nos', 'dix', 'hiver', 'couvrir']","['le', u'canada', u'est', 'un', u'ritabl', u'paradi', u'hivern', 'et', u'une', u'multitud', u'essay', u'pendant', u'les', u'moi', u'hiver', u'cett', u'magnifiqu', u'photo', 'de', u'prise', 'au', u'col', u'roger', 'en', u'plein', 'ur', 'du', u'parc', u'nation', u'des', u'glacier', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'nos', u'dix', u'hiver', u'couvrir']"
17,BONLvGQBNPw,1.40883e+18,"[""canalrideau"",""ottawa"",""cartedécouverte"",""montrezvotrecarte"",""canada150"",""explorecanada"",""entréegratuite"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ba76ea6eaae347105ad882cf57c62d5/5AFA330D/t51.2885-15/e35/19379737_461462660877695_8134313066692083712_n.jpg,"[""claraannehughes""]",2,"L'olympienne et la ministre Catherine McKenna près du à . Elles ont déjà leur écouverte GRATUITE, et vous??? Commandez la vôtre et ! Cliquez sur le lien dans notre bio pour plus d'info!  éeGratuite",39,[],2016-12-19T08:48:26,False,2016-12-19_08-48-26,parcs.canada,4141034395,,olympienne et la ministre Catherine McKenna du Elles ont leur couverte GRATUITE et vous Commandez la tre et Cliquez sur le lien dans notre bio pour plus info eGratuite,"['olympienne', 'et', 'la', 'ministre', 'Catherine', 'McKenna', 'du', 'Elles', 'ont', 'leur', 'couverte', 'GRATUITE', 'et', 'vous', 'Commandez', 'la', 'tre', 'et', 'Cliquez', 'sur', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'plus', 'info', 'eGratuite']","[u'olympienn', 'et', 'la', u'ministr', u'catherin', u'mckenna', 'du', u'ell', u'ont', u'leur', u'couvert', u'gratuit', 'et', u'vous', u'commandez', 'la', u'tre', 'et', u'cliquez', u'sur', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'plus', u'info', u'egratuit']"
18,BOQOPYDhqHq,1.40969e+18,"[""canada150"",""forteresse"",""forteressedelouisbourg"",""jaimelouisbourg"",""nouvelleécosse"",""explorecanada"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/35c4e0d56ef9e967237c01505d2038be/5AFC8260/t51.2885-15/e35/19379256_1916213341992451_4459020207595192320_n.jpg,[],0,"Ajoutez un élément percutant à votre visite ce , soyez apprenti canonnier et tirez au canon ou apprenez à tirer au mousquet. Revivez la vie quotidienne au lieu historique national de la -de-Louisbourg telle qu'elle était au XVIIIe siècle.Cliquez le lien dans notre bio pour voir eériences interactives pour découvrir l'histoire du Canada. Écosse",22,[],2016-12-20T13:08:03,False,2016-12-20_13-08-03,parcs.canada,4141034395,,Ajoutez un ment percutant votre visite ce soyez apprenti canonnier et tirez au canon ou apprenez tirer au mousquet Revivez la vie quotidienne au lieu historique national de la de Louisbourg telle qu elle tait au XVIIIe cle Cliquez le lien dans notre bio pour voir riences interactives pour couvrir histoire du Canada cosse,"['Ajoutez', 'un', 'ment', 'percutant', 'votre', 'visite', 'ce', 'soyez', 'apprenti', 'canonnier', 'et', 'tirez', 'au', 'canon', 'ou', 'apprenez', 'tirer', 'au', 'mousquet', 'Revivez', 'la', 'vie', 'quotidienne', 'au', 'lieu', 'historique', 'national', 'de', 'la', 'de', 'Louisbourg', 'telle', 'qu', 'elle', 'tait', 'au', 'XVIIIe', 'cle', 'Cliquez', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'voir', 'riences', 'interactives', 'pour', 'couvrir', 'histoire', 'du', 'Canada', 'cosse']","[u'ajoutez', 'un', u'ment', u'percut', u'votr', u'visit', 'ce', u'soyez', u'apprenti', u'canonni', 'et', u'tirez', 'au', u'canon', 'ou', u'apprenez', u'tirer', 'au', u'mousquet', u'revivez', 'la', u'vie', u'quotidienn', 'au', u'lieu', u'historiqu', u'nation', 'de', 'la', 'de', u'louisbourg', u'tell', 'qu', u'ell', u'tait', 'au', u'xviiie', u'cle', u'cliquez', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'voir', u'rienc', u'interact', u'pour', u'couvrir', u'histoir', 'du', u'canada', u'coss']"
19,BOSpx0-h-ff,1.41037e+18,"[""ski"",""histoire"",""pnmountrevelstoke"",""revelstoke"",""colombiebritannique""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f0e59f7a744c166aa80401d68e18acf/5AFCD93C/t51.2885-15/e35/19367059_669284643263405_731639707414298624_n.jpg,[],0,"Découvrez le célèbre tremplin de saut à du Mont Revelstoke depuis la plateforme de départ. Au sommet du tremplin, enfilez les « Nels’ Knickers » : des skis de saut surmontés d'un dossard de compétition.Cliquez le lien dans notre bio pour des eériences interactives pour découvrir l' du Canada!",26,[],2016-12-21T11:47:10,False,2016-12-21_11-47-10,parcs.canada,4141034395,,couvrez le bre tremplin de saut du Mont Revelstoke depuis la plateforme de part Au sommet du tremplin enfilez les Knickers des skis de saut un dossard de tition Cliquez le lien dans notre bio pour des riences interactives pour couvrir du Canada,"['couvrez', 'le', 'bre', 'tremplin', 'de', 'saut', 'du', 'Mont', 'Revelstoke', 'depuis', 'la', 'plateforme', 'de', 'part', 'Au', 'sommet', 'du', 'tremplin', 'enfilez', 'les', 'Knickers', 'des', 'skis', 'de', 'saut', 'un', 'dossard', 'de', 'tition', 'Cliquez', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'des', 'riences', 'interactives', 'pour', 'couvrir', 'du', 'Canada']","[u'couvrez', 'le', u'bre', u'tremplin', 'de', u'saut', 'du', u'mont', u'revelstok', u'depui', 'la', u'plateform', 'de', u'part', 'au', u'sommet', 'du', u'tremplin', u'enfilez', u'les', u'knicker', u'des', u'ski', 'de', u'saut', 'un', u'dossard', 'de', u'tition', u'cliquez', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'des', u'rienc', u'interact', u'pour', u'couvrir', 'du', u'canada']"
20,BOXjAc_ByHC,1.41175e+18,"[""halifax"",""histoire"",""citadelhalifax"",""explorehalifax"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e47d20cf77604c617c8ec21e489284c2/5AFB9B13/t51.2885-15/e35/19428946_761641447351950_9186110073120751616_n.jpg,"[""drdrone""]",3,"Au sommet de la colline qui domine le port d’, on a érigé un fort pour protéger la ville en . Un emplacement stratégique des mieux choisi! PHOTO Cliquez le lien dans notre bio pour des eériences interactives pour découvrir l' du Canada!",37,[],2016-12-23T09:24:11,False,2016-12-23_09-24-11,parcs.canada,4141034395,,Au sommet de la colline qui domine le port un fort pour ger la ville en Un emplacement gique des mieux choisi PHOTO Cliquez le lien dans notre bio pour des riences interactives pour couvrir du Canada,"['Au', 'sommet', 'de', 'la', 'colline', 'qui', 'domine', 'le', 'port', 'un', 'fort', 'pour', 'ger', 'la', 'ville', 'en', 'Un', 'emplacement', 'gique', 'des', 'mieux', 'choisi', 'PHOTO', 'Cliquez', 'le', 'lien', 'dans', 'notre', 'bio', 'pour', 'des', 'riences', 'interactives', 'pour', 'couvrir', 'du', 'Canada']","['au', u'sommet', 'de', 'la', u'collin', u'qui', u'domin', 'le', u'port', 'un', u'fort', u'pour', u'ger', 'la', u'vill', 'en', 'un', u'emplac', u'giqu', u'des', u'mieux', u'choisi', u'photo', u'cliquez', 'le', u'lien', u'dan', u'notr', u'bio', u'pour', u'des', u'rienc', u'interact', u'pour', u'couvrir', 'du', u'canada']"
21,BOaNuczhZUj,1.4125e+18,"[""hiver"",""hivercanadien"",""neige"",""auroresboréales"",""auroreboréal"",""pnriding"",""exploremb"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1fe9e7bfe93cb06e54fb31c0578481a3/5AF0CB6B/t51.2885-15/e35/19367840_371796749889761_2185439957621932032_n.jpg,"[""jdleigh""]",0,"Il y a de la magie dans l'air lorsqu'on observe des aurores boréales, surtout en ce temps-ci de l'année! Cet hiver, admirez ce phénomène naturel incroyable réflété sur la glace du lac Clear dans le parc national du Mont-Riding.PHOTO  éales éal",44,[],2016-12-24T10:15:57,False,2016-12-24_10-15-57,parcs.canada,4141034395,,Il de la magie dans air lorsqu observe des aurores ales surtout en ce temps ci de Cet hiver admirez ce ne naturel incroyable sur la glace du lac Clear dans le parc national du Mont Riding PHOTO ales al,"['Il', 'de', 'la', 'magie', 'dans', 'air', 'lorsqu', 'observe', 'des', 'aurores', 'ales', 'surtout', 'en', 'ce', 'temps', 'ci', 'de', 'Cet', 'hiver', 'admirez', 'ce', 'ne', 'naturel', 'incroyable', 'sur', 'la', 'glace', 'du', 'lac', 'Clear', 'dans', 'le', 'parc', 'national', 'du', 'Mont', 'Riding', 'PHOTO', 'ales', 'al']","['il', 'de', 'la', u'magi', u'dan', u'air', u'lorsqu', u'observ', u'des', u'auror', u'ale', u'surtout', 'en', 'ce', u'temp', 'ci', 'de', u'cet', u'hiver', u'admirez', 'ce', 'ne', u'naturel', u'incroy', u'sur', 'la', u'glace', 'du', u'lac', u'clear', u'dan', 'le', u'parc', u'nation', 'du', u'mont', u'ride', u'photo', u'ale', 'al']"
22,BOcW1ayh2bt,1.4131e+18,"[""wapusk"",""hiver"",""hivercanadien"",""neige"",""famille"",""ourspolaire"",""oursepolaire"",""ourspolaires"",""joyeuxnoël"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a8fdbc60da4fb61614603c00c4d4d0b3/5AD877E7/t51.2885-15/e35/19367172_1886801421643723_4047036739720577024_n.jpg,[],0,C'est aujourd'hui la journée parfaite pour se rassembler en famille. Nous vous suggérons donc de le faire comme cette famille d'ours polaires! Cette photo adorable a été prise au parc national qui constitue l'une des aires de mise bas de l'ourse polaire parmir les plus grandes au monde! Joyeux Noël et passez de Joyeuses Fêtes!!! ël,37,[],2016-12-25T06:14:02,False,2016-12-25_06-14-02,parcs.canada,4141034395,,est aujourd hui la parfaite pour se rassembler en famille Nous vous rons donc de le faire comme cette famille polaires Cette photo adorable prise au parc national qui constitue une des aires de mise bas de ourse polaire parmir les plus grandes au monde Joyeux et passez de Joyeuses,"['est', 'aujourd', 'hui', 'la', 'parfaite', 'pour', 'se', 'rassembler', 'en', 'famille', 'Nous', 'vous', 'rons', 'donc', 'de', 'le', 'faire', 'comme', 'cette', 'famille', 'polaires', 'Cette', 'photo', 'adorable', 'prise', 'au', 'parc', 'national', 'qui', 'constitue', 'une', 'des', 'aires', 'de', 'mise', 'bas', 'de', 'ourse', 'polaire', 'parmir', 'les', 'plus', 'grandes', 'au', 'monde', 'Joyeux', 'et', 'passez', 'de', 'Joyeuses']","[u'est', u'aujourd', u'hui', 'la', u'parfait', u'pour', 'se', u'rassembl', 'en', u'famill', u'nous', u'vous', u'ron', u'donc', 'de', 'le', u'fair', u'comm', u'cett', u'famill', u'polair', u'cett', u'photo', u'ador', u'prise', 'au', u'parc', u'nation', u'qui', u'constitu', u'une', u'des', u'air', 'de', u'mise', u'bas', 'de', u'ours', u'polair', u'parmir', u'les', u'plus', u'grand', 'au', u'mond', u'joyeux', 'et', u'passez', 'de', u'joyeus']"
23,BOfcx1KBCaP,1.41398e+18,"[""joyeuxcanada"",""fabriquéaucanada"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e72c1acc92d93d1c43517491e493a613/5AF45A02/t51.2885-15/e35/19228795_326244587798098_6747065971845890048_n.jpg,"[""boutiqueparcscanada""]",1,"Nous espèrons que vous passez de Joyeuses Fêtes! Pour ajouter au plaisir, vous offre % de rabais valide jusqu'au déc. avec le code promo. éauCanada",12,[],2016-12-26T11:03:41,False,2016-12-26_11-03-41,parcs.canada,4141034395,,Nous rons que vous passez de Joyeuses Pour ajouter au plaisir vous offre de rabais valide jusqu au avec le code promo auCanada,"['Nous', 'rons', 'que', 'vous', 'passez', 'de', 'Joyeuses', 'Pour', 'ajouter', 'au', 'plaisir', 'vous', 'offre', 'de', 'rabais', 'valide', 'jusqu', 'au', 'avec', 'le', 'code', 'promo', 'auCanada']","[u'nous', u'ron', u'que', u'vous', u'passez', 'de', u'joyeus', u'pour', u'ajout', 'au', u'plaisir', u'vous', u'offr', 'de', u'rabai', u'valid', u'jusqu', 'au', u'avec', 'le', u'code', u'promo', u'aucanada']"
24,BOiTex3hcKQ,1.41478e+18,"[""fêtes"",""camping"",""été"",""vacances"",""parcscanada"",""canada150"",""pacificrim""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ca77bbc355fd7b79d00d0fe8e8a2b70c/5AF0C41A/t51.2885-15/e35/19380147_240009099824548_8577346584021303296_n.jpg,[],1,"Suite aux êtes qui tirent à leur fin, vous vous retrouvez avec le cafard hivernal? Nous avons ce qu'il faut pour vous remonter le moral! Vous pouvez maintenant réserver votre séjour de en janvier! Il n'est jamais trop tard pour commencer à planifier ses vacances d'été! été",26,[],2016-12-27T13:40:10,False,2016-12-27_13-40-10,parcs.canada,4141034395,,Suite aux qui tirent leur fin vous vous retrouvez avec le cafard hivernal Nous avons ce qu il faut pour vous remonter le moral Vous pouvez maintenant server votre jour de en janvier Il est jamais trop tard pour commencer planifier ses vacances,"['Suite', 'aux', 'qui', 'tirent', 'leur', 'fin', 'vous', 'vous', 'retrouvez', 'avec', 'le', 'cafard', 'hivernal', 'Nous', 'avons', 'ce', 'qu', 'il', 'faut', 'pour', 'vous', 'remonter', 'le', 'moral', 'Vous', 'pouvez', 'maintenant', 'server', 'votre', 'jour', 'de', 'en', 'janvier', 'Il', 'est', 'jamais', 'trop', 'tard', 'pour', 'commencer', 'planifier', 'ses', 'vacances']","[u'suit', u'aux', u'qui', u'tirent', u'leur', u'fin', u'vous', u'vous', u'retrouvez', u'avec', 'le', u'cafard', u'hivern', u'nous', u'avon', 'ce', 'qu', 'il', u'faut', u'pour', u'vous', u'remont', 'le', u'moral', u'vous', u'pouvez', u'mainten', u'server', u'votr', u'jour', 'de', 'en', u'janvier', 'il', u'est', u'jamai', u'trop', u'tard', u'pour', u'commenc', u'planifi', u'ses', u'vacanc']"
