Unnamed: 0,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
295,4413,1.61126e+18,Can we just take a moment to appreciate these gorgeous colours? ️ Take the beauty in for real: journey to the picturesque granite islands and windswept pine trees of Thousand Islands National Park! : .j.fernandez..... ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/171bd8033f936918ad48c5d4ced79ea5/5AE59FBB/t51.2885-15/e35/21984868_1239667369472027_2988847756803571712_n.jpg,"[""eric.j.fernandez""]",32,2017-09-24_17-02-45,GraphImage,parks.canada,[],2017-09-24T17:02:45,BZcXOP6HkRx,False,"[""thousandislands"",""thousandislandsnp"",""discoveron"",""ontario"",""ontario_adventures"",""exploreontario"",""ontariocanada"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""sunset"",""view"",""beautiful"",""getoutside"",""beachday""]",4143631778,,take moment appreciate gorgeous colours Take beauty real journey picturesque granite islands windswept pine trees Thousand Islands National Park fernandez,"['take', 'moment', 'appreciate', 'gorgeous', 'colours', 'Take', 'beauty', 'real', 'journey', 'picturesque', 'granite', 'islands', 'windswept', 'pine', 'trees', 'Thousand', 'Islands', 'National', 'Park', 'fernandez']","[u'take', u'moment', u'appreci', u'gorgeous', u'colour', u'take', u'beauti', u'real', u'journey', u'picturesqu', u'granit', u'island', u'windswept', u'pine', u'tree', u'thousand', u'island', u'nation', u'park', u'fernandez']"
296,2567,1.61201e+18,"Come sail away, here at the dreamy west coast beauty, Gulf Islands National Park Reserve! ️ : ..... ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ba5ae5be3400e0458a341adc7004f2ec/5AFE49EE/t51.2885-15/e35/21980627_462235104158119_3958264941147848704_n.jpg,"[""skinny4thewin""]",9,2017-09-25_17-45-01,GraphImage,parks.canada,[],2017-09-25T17:45:01,BZfA2nen0o5,False,"[""gulfislands"",""sidneybc"",""gulfislandsnp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography""]",4143631778,,Come sail away dreamy west coast beauty Gulf Islands National Park Reserve,"['Come', 'sail', 'away', 'dreamy', 'west', 'coast', 'beauty', 'Gulf', 'Islands', 'National', 'Park', 'Reserve']","[u'come', u'sail', u'away', u'dreami', u'west', u'coast', u'beauti', u'gulf', u'island', u'nation', u'park', u'reserv']"
297,1638,1.61271e+18,"Is it too early to start dreaming about cool, crisp mornings at Forillon National Park? We hope not! Bring on the sweater weather! : ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/25fe75e89d3c785fb28ba59d084950bb/5ADC5742/t51.2885-15/e35/22070903_128836577767582_9171082416343744512_n.jpg,"[""derek0282""]",4,2017-09-26_16-49-57,GraphImage,parks.canada,[],2017-09-26T16:49:57,BZhfWQ_HLSt,False,"[""forillon"",""forillonnp"",""gaspe"",""gaspesie"",""qc"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,early start dreaming cool crisp mornings Forillon National Park hope Bring sweater weather,"['early', 'start', 'dreaming', 'cool', 'crisp', 'mornings', 'Forillon', 'National', 'Park', 'hope', 'Bring', 'sweater', 'weather']","[u'earli', u'start', u'dream', u'cool', u'crisp', u'morn', u'forillon', u'nation', u'park', u'hope', u'bring', u'sweater', u'weather']"
298,2389,1.61342e+18,"Cape Breton Highlands National Park: where the mountains meet the sea! If you’re not warming up to Fall yet, the gorgeous foliage in this Atlantic park will make you forget all about the hot summer days!: ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8cd686406ab54e34e15830ee348c08f5/5ADA48C9/t51.2885-15/e35/21911489_723413034519725_8248185500251193344_n.jpg,"[""thejdcx3""]",24,2017-09-27_16-29-22,GraphImage,parks.canada,[],2017-09-27T16:29:22,BZkByVLHqiY,False,"[""cbh"",""cbhnp"",""capebretonhighlandsnp"",""capebretonhighlands"",""novascotia"",""ns"",""travelns"",""discoverns"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,Cape Breton Highlands National Park mountains meet sea warming Fall yet gorgeous foliage Atlantic park make forget hot summer days,"['Cape', 'Breton', 'Highlands', 'National', 'Park', 'mountains', 'meet', 'sea', 'warming', 'Fall', 'yet', 'gorgeous', 'foliage', 'Atlantic', 'park', 'make', 'forget', 'hot', 'summer', 'days']","[u'cape', u'breton', u'highland', u'nation', u'park', u'mountain', u'meet', u'sea', u'warm', u'fall', u'yet', u'gorgeous', u'foliag', u'atlant', u'park', u'make', u'forget', u'hot', u'summer', u'day']"
299,2494,1.61419e+18,Looking for history with a view? Then add Signal Hill National Historic Site to your bucket list! St. John’s' most popular landmark offers coastal hikes and colourful performances against sweeping views overlooking the Atlantic.: ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5dcba093c7f985057f5ea8d99714e23a/5AFD2A0A/t51.2885-15/e35/22069293_1828383863868345_7372201768903507968_n.jpg,"[""fuelyourfirefitness""]",12,2017-09-28_17-51-45,GraphImage,parks.canada,[],2017-09-28T17:51:45,BZmwAj9H9QY,False,"[""signalhill"",""nl"",""signalhillnhs"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,Looking history view add Signal Hill National Historic Site bucket list St popular landmark offers coastal hikes colourful performances sweeping views overlooking Atlantic,"['Looking', 'history', 'view', 'add', 'Signal', 'Hill', 'National', 'Historic', 'Site', 'bucket', 'list', 'St', 'popular', 'landmark', 'offers', 'coastal', 'hikes', 'colourful', 'performances', 'sweeping', 'views', 'overlooking', 'Atlantic']","[u'look', u'histori', u'view', u'add', u'signal', u'hill', u'nation', u'histor', u'site', u'bucket', u'list', 'st', u'popular', u'landmark', u'offer', u'coastal', u'hike', u'colour', u'perform', u'sweep', u'view', u'overlook', u'atlant']"
300,2959,1.61494e+18,We can’t get enough of these glimpses of fall foliage! How dreamy is this scene from Fundy National Park?: ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5f20875afbe594ac8badb57a1c2c245/5AF7D31C/t51.2885-15/e35/21984826_1626785020675993_3680000594224873472_n.jpg,"[""kristianrtw""]",26,2017-09-29_18-34-54,GraphImage,parks.canada,"[""kristianrtw""]",2017-09-29T18:34:54,BZpZvgLHGh4,False,"[""fundy"",""fundynp"",""nb"",""travelnb"",""newbrunswick"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,get enough glimpses fall foliage dreamy scene Fundy National Park,"['get', 'enough', 'glimpses', 'fall', 'foliage', 'dreamy', 'scene', 'Fundy', 'National', 'Park']","[u'get', u'enough', u'glimps', u'fall', u'foliag', u'dreami', u'scene', u'fundi', u'nation', u'park']"
301,2410,1.61563e+18,Did you know that La Mauricie National Park has more than lakes for you to elore? And they have activities all year long! What’s not to love?: ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc90113fe5f148780d2935955a58a553/5AE03AF3/t51.2885-15/e35/22069932_124151244867986_3140389055003361280_n.jpg,"[""pboisvert""]",7,2017-09-30_17-33-51,GraphImage,parks.canada,[],2017-09-30T17:33:51,BZr3jNrnFVc,False,"[""lamauricie"",""lamauricienp"",""mauricie"",""qc"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,know La Mauricie National Park lakes elore activities year long love,"['know', 'La', 'Mauricie', 'National', 'Park', 'lakes', 'elore', 'activities', 'year', 'long', 'love']","[u'know', 'la', u'maurici', u'nation', u'park', u'lake', u'elor', u'activ', u'year', u'long', u'love']"
302,2002,1.61633e+18,"We all know Prince Edward Island National Park for its gorgeous red beaches, but did you know there’s plenty there for foliage-lovers too? A slice of heaven fit for anybody!: ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/dcb1ba7aab41e57789910da3dfcc011c/5AE23F8A/t51.2885-15/e35/22157869_121757481862123_1733107642823344128_n.jpg,"[""mikey_travels""]",8,2017-10-01_16-42-58,GraphImage,parks.canada,[],2017-10-01T16:42:58,BZuWhYEnLV8,False,"[""peinp"",""peinationalpark"",""greenwich"",""pei"",""foliage"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,know Prince Edward Island National Park gorgeous red beaches know plenty foliage lovers slice heaven fit anybody,"['know', 'Prince', 'Edward', 'Island', 'National', 'Park', 'gorgeous', 'red', 'beaches', 'know', 'plenty', 'foliage', 'lovers', 'slice', 'heaven', 'fit', 'anybody']","[u'know', u'princ', u'edward', u'island', u'nation', u'park', u'gorgeous', u'red', u'beach', u'know', u'plenti', u'foliag', u'lover', u'slice', u'heaven', u'fit', u'anybodi']"
303,1806,1.61709e+18,"Did you know that Prince Albert National Park has trails to elore? There are countless opportunities to view wildlife, enjoy scenic views or study flowers and plants. Make sure your batteries are charged and that you have plenty of memory to capture the perfect photo!: .runner",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a0e5999434dda48b5c39e4f3e76e87c6/5AE92313/t51.2885-15/e35/18949986_205871713284325_4935082220999147520_n.jpg,"[""aspen.runner""]",11,2017-10-02_17-51-02,GraphImage,parks.canada,[],2017-10-02T17:51:02,BZxDG30H7Ja,False,"[""panp"",""princealbertnp"",""sk"",""parkscanada"",""canada150"",""lake"",""coast"",""wanderlust"",""travelmore"",""hiking"",""nationalpark"",""park"",""canada"",""explorecanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""fall""]",4143631778,,know Prince Albert National Park trails elore countless opportunities view wildlife enjoy scenic views study flowers plants Make sure batteries charged plenty memory capture perfect photo runner,"['know', 'Prince', 'Albert', 'National', 'Park', 'trails', 'elore', 'countless', 'opportunities', 'view', 'wildlife', 'enjoy', 'scenic', 'views', 'study', 'flowers', 'plants', 'Make', 'sure', 'batteries', 'charged', 'plenty', 'memory', 'capture', 'perfect', 'photo', 'runner']","[u'know', u'princ', u'albert', u'nation', u'park', u'trail', u'elor', u'countless', u'opportun', u'view', u'wildlif', u'enjoy', u'scenic', u'view', u'studi', u'flower', u'plant', u'make', u'sure', u'batteri', u'charg', u'plenti', u'memori', u'captur', u'perfect', u'photo', u'runner']"
304,4592,1.61777e+18,"Covering ,980 square kilometres of mountains and glaciers, Kluane National Park and Reserve is one of Canada’s largest national parks. Did you know local companies offer flightseeing, so you can see the Arctic beauty from above? : .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73559c513eb3d5656f58e7d1f0581f02/5AD87C91/t51.2885-15/e35/22221131_136203320454813_15222622522441728_n.jpg,"[""sebmolgat""]",40,2017-10-03_16-25-33,GraphImage,parks.canada,[],2017-10-03T16:25:33,BZzeHpiH9lT,False,"[""exploreyukon"",""explorecanada"",""mountainlove"",""wanderlust"",""roadtrip"",""cometomyyukon"",""landofthemidnightsun"",""yukon"",""bucketlist"",""kluane"",""kluanenationalpark"",""parkscanada"",""hiking"",""summer"",""nationalparks"",""canada"",""canadian"",""photography"",""travelphotography"",""adventure"",""canada150""]",4143631778,,Covering 980 square kilometres mountains glaciers Kluane National Park Reserve one largest national parks know local companies offer flightseeing see Arctic beauty,"['Covering', '980', 'square', 'kilometres', 'mountains', 'glaciers', 'Kluane', 'National', 'Park', 'Reserve', 'one', 'largest', 'national', 'parks', 'know', 'local', 'companies', 'offer', 'flightseeing', 'see', 'Arctic', 'beauty']","[u'cover', u'980', u'squar', u'kilometr', u'mountain', u'glacier', u'kluan', u'nation', u'park', u'reserv', u'one', u'largest', u'nation', u'park', u'know', u'local', u'compani', u'offer', u'flightse', u'see', u'arctic', u'beauti']"
305,4060,1.61855e+18,"Listen for of howling wolves and bugling elk, spot black bears and bison, and watch the sky shimmer with northern lights. It’s all waiting for you at Riding Mountain National Park. : .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/98667a3124d49603ced470facede424f/5AE5FD59/t51.2885-15/e35/22158782_301987016944756_8923302875409416192_n.jpg,"[""jduncanphoto""]",33,2017-10-04_18-10-42,GraphImage,parks.canada,[],2017-10-04T18:10:42,BZ2O8qMHHHj,False,"[""ridingmountainnationalpark"",""aurora"",""auroraborealis"",""travelmanitoba"",""parkscanada"",""camping"",""ridingmountain"",""ridingnp"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""canada150""]",4143631778,,Listen howling wolves bugling elk spot black bears bison watch sky shimmer northern lights waiting Riding Mountain National Park,"['Listen', 'howling', 'wolves', 'bugling', 'elk', 'spot', 'black', 'bears', 'bison', 'watch', 'sky', 'shimmer', 'northern', 'lights', 'waiting', 'Riding', 'Mountain', 'National', 'Park']","[u'listen', u'howl', u'wolv', u'bugl', u'elk', u'spot', u'black', u'bear', u'bison', u'watch', u'sky', u'shimmer', u'northern', u'light', u'wait', u'ride', u'mountain', u'nation', u'park']"
306,3144,1.6192e+18,"A diverse landscape and a unique open-air geological showcase, Gros Morne National Park brings to life the planet’s history and Newfoundland’s rural culture. : .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4650d23b4b08d899fecb15bd796c01b0/5AF0DDE0/t51.2885-15/e35/22158759_1970140326581620_4464181431140089856_n.jpg,"[""felixsunphoto""]",16,2017-10-05_15-56-52,GraphImage,parks.canada,[],2017-10-05T15:56:52,BZ4kbV_H3pa,False,"[""grosmorne"",""grosmornenp"",""nl"",""newfoundland"",""coastal"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy"",""eastcoast""]",4143631778,,diverse landscape unique open air geological showcase Gros Morne National Park brings life history rural culture,"['diverse', 'landscape', 'unique', 'open', 'air', 'geological', 'showcase', 'Gros', 'Morne', 'National', 'Park', 'brings', 'life', 'history', 'rural', 'culture']","[u'divers', u'landscap', u'uniqu', u'open', u'air', u'geolog', u'showcas', u'gros', u'morn', u'nation', u'park', u'bring', u'life', u'histori', u'rural', u'cultur']"
307,3776,1.61994e+18,"Witness the lushness of the rainforests and the abundance of the intertidal zone at Pacific Rim National Park Reserve. What are you waiting for, this awe-inspiring landscape is calling your name! : .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8daf6973ea67b8b0298b53b4a9733250/5AE48D4D/t51.2885-15/e35/22277893_122208125145691_4228915676854616064_n.jpg,"[""thecliftonjoel""]",17,2017-10-06_16-13-22,GraphImage,parks.canada,[],2017-10-06T16:13:22,BZ7LHAEHDsH,False,"[""beautifulbc"",""pacificrim"",""pacificrimnpr"",""explorebc"",""sunrise"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""parkscanada"",""canada150"",""britishcolumbia""]",4143631778,,Witness lushness rainforests abundance intertidal zone Pacific Rim National Park Reserve waiting awe inspiring landscape calling name,"['Witness', 'lushness', 'rainforests', 'abundance', 'intertidal', 'zone', 'Pacific', 'Rim', 'National', 'Park', 'Reserve', 'waiting', 'awe', 'inspiring', 'landscape', 'calling', 'name']","[u'wit', u'lush', u'rainforest', u'abund', u'intertid', u'zone', u'pacif', u'rim', u'nation', u'park', u'reserv', u'wait', u'awe', u'inspir', u'landscap', u'call', u'name']"
308,2354,1.62066e+18,"With over different species of grass, Grasslands National Park has an important role to play in protecting the prairie ecosystem. The grasses are the heart and soul of the prairies and without them, you wouldn’t be able to see the buffalo roam and the deer and the antelope play. : .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e3a9cb125a94638038bcd521e09f63b6/5AECD58D/t51.2885-15/e35/22277665_138811023422561_3184399254172991488_n.jpg,"[""paulmlbr""]",16,2017-10-07_16-02-10,GraphImage,parks.canada,[],2017-10-07T16:02:10,BZ9un1BHHYe,False,"[""exploresask"",""nationalparks"",""saskatchewan"",""70milebutte"",""explorecanada"",""canada150"",""prairies"",""hiking"",""summer"",""nationalparks"",""canada"",""canadian"",""photography"",""travelphotography"",""adventure"",""wanderlust"",""canada150"",""travelgram"",""adventure"",""explore"",""parkscanada""]",4143631778,,different species grass Grasslands National Park important role play protecting prairie ecosystem grasses heart soul prairies without able see buffalo roam deer antelope play,"['different', 'species', 'grass', 'Grasslands', 'National', 'Park', 'important', 'role', 'play', 'protecting', 'prairie', 'ecosystem', 'grasses', 'heart', 'soul', 'prairies', 'without', 'able', 'see', 'buffalo', 'roam', 'deer', 'antelope', 'play']","[u'differ', u'speci', u'grass', u'grassland', u'nation', u'park', u'import', u'role', u'play', u'protect', u'prairi', u'ecosystem', u'grass', u'heart', u'soul', u'prairi', u'without', u'abl', u'see', u'buffalo', u'roam', u'deer', u'antelop', u'play']"
309,2719,1.62142e+18,Discover a place on New Brunswick’s Acadian Coast where lush mixed-wood forests lead to colourful salt marshes and warm ocean beaches. Welcome to Kouchibouguac National Park—an awe-inspiring all-season destination.: .....,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6bf5b04772c3dac5fef6026413521ab8/5AE337E1/t51.2885-15/e35/22280680_830872143753787_2570285296679649280_n.jpg,"[""codychap95""]",14,2017-10-08_17-18-43,GraphImage,parks.canada,[],2017-10-08T17:18:43,BaAcLaan78W,False,"[""kouchibouguac"",""kouchibouguacnp"",""eastcoast"",""newbrunswick"",""explorenb"",""park"",""canada"",""instatravel"",""vacation"",""travelgram"",""travel"",""hiking"",""photo"",""instanature"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""tourism"",""traveltheworld"",""parkscanada"",""canada150""]",4143631778,,Discover place New Acadian Coast lush mixed wood forests lead colourful salt marshes warm ocean beaches Welcome Kouchibouguac National awe inspiring season destination,"['Discover', 'place', 'New', 'Acadian', 'Coast', 'lush', 'mixed', 'wood', 'forests', 'lead', 'colourful', 'salt', 'marshes', 'warm', 'ocean', 'beaches', 'Welcome', 'Kouchibouguac', 'National', 'awe', 'inspiring', 'season', 'destination']","[u'discov', u'place', u'new', u'acadian', u'coast', u'lush', u'mix', u'wood', u'forest', u'lead', u'colour', u'salt', u'marsh', u'warm', u'ocean', u'beach', u'welcom', u'kouchibouguac', u'nation', u'awe', u'inspir', u'season', u'destin']"
310,2314,1.6221e+18,"Forested Gulf Islands National Park Reserve is laced with trails leading to mountaintop viewpoints and historic lighthouses, the islet-dotted waters teeming with seals, otters, orcas and pods of porpoises. .....",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b1c77c132715847486be84c05d69e268/5ADF8EC9/t51.2885-15/e35/22351610_1986459338280567_8330781831636975616_n.jpg,[],4,2017-10-09_15-54-28,GraphImage,parks.canada,[],2017-10-09T15:54:28,BaC3VMwHoId,False,"[""gulfislands"",""parkscanada"",""explorebc"",""gulfislandsnationalpark"",""gulfislandsnp"",""canada150"",""explorecanada"",""beautifuldestinations"",""adventures"",""exploration"",""islandliving"",""canada"",""sunset"",""nationalpark"",""canada"",""bucketlist""]",4143631778,,Forested Gulf Islands National Park Reserve laced trails leading mountaintop viewpoints historic lighthouses islet dotted waters teeming seals otters orcas pods porpoises,"['Forested', 'Gulf', 'Islands', 'National', 'Park', 'Reserve', 'laced', 'trails', 'leading', 'mountaintop', 'viewpoints', 'historic', 'lighthouses', 'islet', 'dotted', 'waters', 'teeming', 'seals', 'otters', 'orcas', 'pods', 'porpoises']","[u'forest', u'gulf', u'island', u'nation', u'park', u'reserv', u'lace', u'trail', u'lead', u'mountaintop', u'viewpoint', u'histor', u'lighthous', u'islet', u'dot', u'water', u'teem', u'seal', u'otter', u'orca', u'pod', u'porpois']"
311,4255,1.62285e+18,"Beautiful fall foliage, serene lakeside views, and so much history… who wouldn’t want to spend their weekend at Kejimkujik National Park! ️ : ..... ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d781c00cc3768f3434c77585b707c75/5AEB2CCC/t51.2885-15/e35/22352116_1970977609809777_5022494026767532032_n.jpg,"[""kellyt1313""]",35,2017-10-10_16-46-40,GraphImage,parks.canada,[],2017-10-10T16:46:40,BaFiGajHDfL,False,"[""keji"",""kejimkujiknp"",""atlantic"",""atlanticcanada"",""eastcoast"",""maritime"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""sunset"",""view"",""beautiful"",""getoutside"",""fall""]",4143631778,,Beautiful fall foliage serene lakeside views much want spend weekend Kejimkujik National Park,"['Beautiful', 'fall', 'foliage', 'serene', 'lakeside', 'views', 'much', 'want', 'spend', 'weekend', 'Kejimkujik', 'National', 'Park']","[u'beauti', u'fall', u'foliag', u'seren', u'lakesid', u'view', u'much', u'want', u'spend', u'weekend', u'kejimkujik', u'nation', u'park']"
312,2022,1.62359e+18,Calling all Torontonians! Escape the hustle and bustle of the city: plan a weekend getaway among the worthy fall colours and views of Rouge National Urban Park! : ..... ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad91b8b0d87533b5eb7b75f4c9ec3dd8/5AF0F013/t51.2885-15/e35/22352479_1945219375744916_5387988609716453376_n.jpg,"[""onewordimages""]",10,2017-10-11_17-10-51,GraphImage,parks.canada,[],2017-10-11T17:10:51,BaIJqapHsdP,False,"[""toronto"",""torontolife"",""exploretoronto"",""6ix"",""discovertoronto"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""sunset"",""view"",""beautiful"",""getoutside"",""fall""]",4143631778,,Calling Torontonians Escape hustle bustle city plan weekend getaway among worthy fall colours views Rouge National Urban Park,"['Calling', 'Torontonians', 'Escape', 'hustle', 'bustle', 'city', 'plan', 'weekend', 'getaway', 'among', 'worthy', 'fall', 'colours', 'views', 'Rouge', 'National', 'Urban', 'Park']","[u'call', u'torontonian', u'escap', u'hustl', u'bustl', u'citi', u'plan', u'weekend', u'getaway', u'among', u'worthi', u'fall', u'colour', u'view', u'roug', u'nation', u'urban', u'park']"
313,4244,1.6243e+18,"The cultural heart of Glacier National Park – delve into Canada’s rich history among the abandoned railways, and mountain views here at the beautiful Rogers Pass National Historic Site! : ..... ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfd0fec4cefb55556ac4b87e789463fe/5AE4EB51/t51.2885-15/e35/22500060_117788382311819_6961463424932904960_n.jpg,"[""jorunswild""]",32,2017-10-12_16-40-58,GraphImage,parks.canada,[],2017-10-12T16:40:58,BaKrCYjH_3e,False,"[""glacier"",""glaciernationalpark"",""glaciernp"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""rockymountain"",""travelphotography""]",4143631778,,cultural heart Glacier National Park delve rich history among abandoned railways mountain views beautiful Rogers Pass National Historic Site,"['cultural', 'heart', 'Glacier', 'National', 'Park', 'delve', 'rich', 'history', 'among', 'abandoned', 'railways', 'mountain', 'views', 'beautiful', 'Rogers', 'Pass', 'National', 'Historic', 'Site']","[u'cultur', u'heart', u'glacier', u'nation', u'park', u'delv', u'rich', u'histori', u'among', u'abandon', u'railway', u'mountain', u'view', u'beauti', u'roger', u'pass', u'nation', u'histor', u'site']"
314,4175,1.62507e+18,"Among its ancient rugged cliffs and forested river canyons find yourself here, at Cape Breton Highlands National Park, for the perfect autumn outdoor adventure! : ..... ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ea159730cfac8643b759c5d57ef37db9/5AFCD54F/t51.2885-15/e35/22429868_1227820057361492_968724406119432192_n.jpg,"[""bearded_mystery""]",31,2017-10-13_18-10-33,GraphImage,parks.canada,[],2017-10-13T18:10:33,BaNaFXJnyWa,False,"[""capebretonhighlands"",""capebreatonhighlandsnp"",""capebretonfavs"",""capebreton"",""visitnovascotia"",""novascotia"",""eastcoast"",""maritime"",""nationalpark"",""park"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""traveller"",""travelphotography""]",4143631778,,Among ancient rugged cliffs forested river canyons find Cape Breton Highlands National Park perfect autumn outdoor adventure,"['Among', 'ancient', 'rugged', 'cliffs', 'forested', 'river', 'canyons', 'find', 'Cape', 'Breton', 'Highlands', 'National', 'Park', 'perfect', 'autumn', 'outdoor', 'adventure']","[u'among', u'ancient', u'rug', u'cliff', u'forest', u'river', u'canyon', u'find', u'cape', u'breton', u'highland', u'nation', u'park', u'perfect', u'autumn', u'outdoor', u'adventur']"
