Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category
177,2016-11-01_09-43-38,2016-11-01T09:43:38,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c84ade451d29936be63f857ae646b942/5AE2DFC2/t51.2885-15/e35/25008407_1808669179152507_2999797617010933760_n.jpg,"This winter, we are going to live vicariously through these whimbrels as they set their sights on warmer wintering grounds.Working with partners, we’ve equipped these migratory birds with transmitters to track their journey from Miscou Island in New Brunswick, Canada, to Brazil. Knowing where they are going and how fast they are travelling can give biologists a better idea of what sort of threats they might be facing during their travels.",winter going live vicariously whimbrels set sights warmer wintering grounds nWorking partners equipped migratory birds transmitters track journey Miscou Island New Brunswick Canada Brazil Knowing going fast travelling give biologists better idea sort threats might facing travels mountallison usfws,[],1,50,51,en,0.0,canenvironment_instagram,"['mer', 'bird', 'or']",neutral,['bird'],Environmental
178,2017-01-31_06-48-08,2017-01-31T06:48:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5aa58174a5a963c4c0a8385323559662/5AF26ED8/t51.2885-15/e35/24332213_115476245906074_6022396871798947840_n.jpg,"Biologists Paul and wildlife technician Regina are lucky enough to work out of the Goose Bay office. Last February, they had the chance to visit the Inuit community of Makkovik while hosting community workshops on how to identify bird wings. This project is a Stewardship project in collaboration with Nunatsiavut Government and modeled after a project called National Harvest Survey.",Biologists Paul wildlife technician Regina lucky enough work Goose Bay office Last February chance visit Inuit community Makkovik hosting community workshops identify bird wings project Stewardship project collaboration Nunatsiavut Government modeled project called National Harvest Survey Makkovik NoFilter NoFilterNeeded MakkovikHarbour Nunatsiavut Labrador NL ATL AtlanticRegion Canada BiologistLife Scientist EnvironmentCanada EnvironmentCan CanadianClimate CanadianWeather NaturePhotography,"[""makkovik"",""nofilter"",""nofilterneeded"",""makkovikharbour"",""nunatsiavut"",""labrador"",""nl"",""atl"",""atlanticregion"",""canada"",""biologistlife"",""scientist"",""environmentcanada"",""environmentcan"",""canadianclimate"",""canadianweather"",""naturephotography""]",0,51,51,en,0.0,canenvironment_instagram,"['wildlife', 'climat', 'government', 'nature', 'climate', 'ice', 'or', 'bird']",neutral,"['wildlife', 'inuit', 'community', 'community', 'bird', 'collaboration', 'government', 'government']",Social
179,2017-06-29_09-58-41,2017-06-29T09:58:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/93c32272bbdd599ea0753363069ba0c9/5AFAA75D/t51.2885-15/e35/25010866_1498866193495779_6185420275438321664_n.jpg,to when our dive crew performed Fall maintenance on the Wolfe Island Water Quality Monitoring Site on the St. Lawrence. Brrr......,TBT dive crew performed Fall maintenance Wolfe Island Water Quality Monitoring Site St Lawrence Brrr WaterScience Science InvasiveSpecies ZebraMuscles InstaScience WaterResearch StLawrence WaterMonitoring Canada EnvironmentCan EnvironmentCanada FieldWork Fall Autumn,"[""tbt"",""waterscience"",""science"",""invasivespecies"",""zebramuscles"",""instascience"",""waterresearch"",""stlawrence"",""watermonitoring"",""canada"",""environmentcan"",""environmentcanada"",""fieldwork"",""fall"",""autumn""]",0,50,50,en,0.0,canenvironment_instagram,"['water', 'terres', 'species', 'or']",neutral,['water'],Environmental
180,2016-12-30_06-08-16,2016-12-30T06:08:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8c4113cf05c9971f76e79f8ddcc9720b/5AFEB08A/t51.2885-15/e35/25008964_331982750616781_5655153627275198464_n.jpg,A scientist on a multi-kilometre snow transect across tundra snow. These on-the-ground measurements help scientists better understand the characteristics of snow. The data collected is used to refine computer models used to predict climate change. CanEnvironment,scientist multi kilometre snow transect across tundra snow nThese ground measurements help scientists better understand characteristics tundra snow data collected used refine computer models used predict climate change ArcticScience Tundra Snow Arctic CanEnvironment Canada instaScience Adventures ArcticScienceAdventures ScientistOfInstagram ClimateScience Frozen WinterWonderland CanEnvironment EnvironmentCanada,"[""tundra"",""arcticscience"",""tundra"",""snow"",""arctic"",""canada"",""instascience"",""adventures"",""arcticscienceadventures"",""scientistofinstagram"",""climatescience"",""ice"",""frozen"",""winterwonderland"",""canenvironment"",""environmentcanada""]",0,50,50,en,0.0,canenvironment_instagram,"['climate change', 'climate', 'climat']",neutral,"['climate', 'change']",Environmental
181,2016-12-13_09-10-45,2016-12-13T09:10:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/070e3fd28fedb731f56f67c53fc911a7/5AF0E9D0/t51.2885-15/e35/24845733_485057738560804_8684415029174337536_n.jpg,"Did you know that the industry is growing at a breakneck speed? The result: creating jobs for the middle class and growing the Canadian clean economy! To support this growth, the Government of Canada has partnered with the provinces and territories to implement a Pan-Canadian Framework on and . ",know solar industry growing breakneck speed nThe result creating jobs middle class growing Canadian clean economy support growth Government Canada partnered provinces territories implement Pan Canadian Framework CleanGrowth ClimateChange PhotoOfTheDay SolarPanel CanEnvironment EnvironmentCanada Canada ClimateAction CANClimateAction CleanGrowthCentury WindEnergy Renewables RenewableEnergy,"[""solar"",""cleangrowth"",""climatechange"",""photooftheday"",""solarpanel"",""canenvironment"",""environmentcanada"",""canada"",""climateaction"",""canclimateaction"",""cleangrowthcentury"",""windenergy"",""renewables"",""renewableenergy""]",0,50,50,en,0.0,canenvironment_instagram,"['climate', 'solar', 'climat', 'government', 'clean', 'or']",neutral,"['job', 'clean', 'growth', 'government', 'government']",Economical
182,2016-10-20_07-16-34,2016-10-20T07:16:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a1dd70b2d653bd96493ca72fda34aff7/5AF07AA7/t51.2885-15/e35/25005789_176817053057713_6282560036103258112_n.jpg,"“Puffin Patrol to the rescue! This young puffin (on the right), found near the Witless Bay Ecological Reserve, NL, was drawn ashore by bright lights from nearby communities at night. We band and measure the rescued puffins before releasing them back in to the ocean.” - Sabina, CWS Crew",Puffin Patrol rescue young puffin right found near Witless Bay Ecological Reserve NL drawn ashore bright lights nearby communities night band measure rescued puffins releasing back ocean Sabina CWS Crew,[],4,46,50,en,0.1033035714285714,canenvironment_instagram,['or'],positive,"['right', 'community']",Economical
183,2017-04-10_05-14-23,2017-04-10T05:14:23,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ac3d6f067bf434d613c47a23dbce4531/5AE4CF0C/t51.2885-15/e35/25037702_299144673937486_7239483126223732736_n.jpg,"“Holding this pendant made of elephant ivory and sea turtle shell, I can’t help but reflect on the majesty of these animals. It is amazing to see these animals in the wild and heartbreaking to see illegal trade continue in these endangered species.” Enforcement officers like Brenda, are working hard to put an end to commercial wildlife trafficking in Canada.Tap the link in our bio for more info on this enforcement case.....",Holding pendant made elephant ivory sea turtle shell help reflect majesty animals amazing see animals wild heartbreaking see illegal trade continue endangered species Enforcement officers like Brenda working hard put end commercial wildlife trafficking Canada nTap link bio info enforcement case wildlife conservation ivory turtleshell poaching wildlifetrafficking enforcement NationalWildlifeWeek WildlifeWeek,"[""wildlife"",""conservation"",""ivory"",""turtleshell"",""poaching"",""wildlifetrafficking"",""enforcement"",""nationalwildlifeweek"",""wildlifeweek""]",1,49,50,en,0.0,canenvironment_instagram,"['wildlife', 'ice', 'or', 'conservation', 'mer', 'species']",neutral,['wildlife'],Environmental
184,2016-11-04_05-38-21,2016-11-04T05:38:21,https://instagram.fyvr3-1.fna.fbcdn.net/vp/db6db4a3829476248027100fe788aa2c/5AECF35F/t51.2885-15/e35/24332347_195107864371771_677070438521634816_n.jpg,"Good news comes on Friday! The Randle Reef Sediment Remediation Project is cleaning up Hamilton Harbour. Yay clean water! The engineered containment facility (or ECF) pictured here acts like a box that will store the yuckiest of sediment. When the $138.9 million project is complete in , it will make the water cleaner for the fish & us to enjoy, and bring jobs and tourism to the local community. Hooray!!!!! : Bermingham Foundation Solutions",Good news comes Friday Randle Reef Sediment Remediation Project cleaning Hamilton Harbour Yay clean water engineered containment facility ECF pictured acts like box store yuckiest sediment 138 million project complete 2022 make water cleaner fish us enjoy bring jobs tourism local community Hooray Bermingham Foundation Solutions,[],1,48,49,en,0.0,canenvironment_instagram,"['ami', 'local', 'clean water', 'community']",neutral,"['clean', 'water', 'job', 'tourism', 'local', 'community']",Environmental
185,2017-06-14_10-43-49,2017-06-14T10:43:49,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7004bc7cf8e0bf4742f58f79c5315309/5A6400AF/t51.2885-15/e15/24845994_455598408170418_4536703246718205952_n.jpg,"It’s that fieldwork time of year for our shorebirds biologist, Jennie, who is currently in Kugluktuk, Nunavut along with volunteers for the Arctic Program for Regional and International Shorebird Monitoring (Arctic PRISM)! They will then be moving to the land near Tree River, Back-Hermann River and finally Igloolik.The Program for Regional and International Shorebird Monitoring (PRISM) was designed by biologists and researchers from the Canadian and United States Governments (Canadian Wildlife Service, U.S. Geological Survey and U.S. Fish and Wildlife Service) to address concerns about shorebird population declines first noted on migration surveys.....",fieldwork time year shorebirds biologist Jennie currently Kugluktuk Nunavut along volunteers Arctic Program Regional International Shorebird Monitoring Arctic PRISM moving land near Tree River Back Hermann River finally Igloolik nThe Program Regional International Shorebird Monitoring PRISM designed biologists researchers Canadian United States Governments Canadian Wildlife Service Geological Survey Fish Wildlife Service address concerns shorebird population declines first noted migration surveys ArcticShoreBirdMonitoringProgram Kugluktuk ArcticPrism CanadianWildlifeService ArcticScience ArcticAdventures BiologistOfInstagram Nunavut Shorebird Shorebirds Canada NPSW WithNature EnvironmentCanada,"[""arcticshorebirdmonitoringprogr"",""kugluktuk"",""arcticprism"",""canadianwildlifeservice"",""arcticscience"",""arcticadventures"",""biologistofinstagram"",""nunavut"",""shorebird"",""shorebirds"",""canada"",""npsw"",""withnature"",""environmentcanada""]",1,48,49,en,0.625,canenvironment_instagram,"['wildlife', 'government', 'nature', 'tree', 'ice', 'or', 'bird']",positive,"['arctic', 'arctic', 'land', 'tree', 'river', 'river', 'wildlife', 'wildlife', 'population', 'population']",Environmental
186,2017-05-18_10-11-07,2017-05-18T10:11:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8486654bf6c57d1679ff1de1b19f55e5/5AE2A260/t51.2885-15/e35/24838408_193200247904889_7832897802366615552_n.jpg,"Meet Isabel, an animator at the Biosphere in Montreal. Here she’s elaining how a degree of temperature change can make a difference in the fight against climate change...... éal éal",Meet Isabel animator Biosphere Montreal explaining degree temperature change make difference fight climate change Biosphere MTLBiosphere MTLMOMENTS al Quebec Canada ExploreCanada al Vacation2017 Summer2017 EnvironmentCanada MontrealMuseums 375MTL Expo67 Canada150 ECCan150 WEDCan MuseumDay,"[""biosphere"",""mtlbiosphere"",""mtlmoments"",""montréal"",""quebec"",""canada"",""explorecanada"",""exploremontréal"",""vacation2017"",""summer2017"",""environmentcanada"",""montrealmuseums"",""375mtl"",""expo67"",""canada150"",""eccan150"",""wedcan"",""museumday""]",0,49,49,en,0.0,canenvironment_instagram,"['climate change', 'climate', 'or', 'climat', 'mer']",neutral,"['change', 'climate', 'change']",Social
187,2017-02-11_10-04-20,2017-02-11T10:04:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b97126b24de5488ba395cbc8485517b4/5AF3FF1F/t51.2885-15/e35/25011283_148851482425742_5031311470072168448_n.jpg,Two close friends: Biologist Judith Kennedy from the Canadian Wildlife Service and Carlitos and her giant Canada Warbler.,Two close friends Biologist Judith Kennedy Canadian Wildlife Service Carlitos giant Canada Warbler WomenScienceDay WomenInScience WomenScientist BirdYear CanadienWildlifeService InstaScience BiologistsOfInstagram CanEnvironment EnvironmentCanada BirdNerds BirdLovers,"[""womenscienceday"",""womeninscience"",""womenscientist"",""birdyear"",""canadienwildlifeservice"",""instascience"",""biologistsofinstagram"",""canenvironment"",""environmentcanada"",""birdnerds"",""birdlovers""]",0,48,48,en,0.0,canenvironment_instagram,"['wildlife', 'bird', 'ice']",neutral,"['friend', 'wildlife']",Environmental
188,2017-12-22_07-06-50,2017-12-22T07:06:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ac0265f205c213f164863e166a1205/5AF40BA8/t51.2885-15/e35/25014853_1537866432933301_5016281798955499520_n.jpg,"Test. Test. Is this thing on? This is a sneak peek at what goes on behind the scenes when we film Facebook Lives! After hours of preparation and testing new software applications, Ariella, Daniel and Rowan were able to film our first Facebook live that switched between different mobile phone camera angles, pretty graphics and captions!...",Test Test thing sneak peek goes behind scenes film Facebook Lives hours preparation testing new software applications Ariella Daniel Rowan able film first Facebook live switched different mobile phone camera angles pretty graphics captions FacebookLive Success LightsCameraAction DreamTeam BehindTheScenes EnvironmentCan EnvironmentCanada,"[""facebooklive"",""success"",""lightscameraaction"",""dreamteam"",""behindthescenes"",""environmentcan"",""environmentcanada""]",2,46,48,en,0.925,canenvironment_instagram,['mer'],positive,[],unknown
189,2017-02-23_09-59-29,2017-02-23T09:59:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/80c596488e5ea486ef014147f4dff620/5AE812C7/t51.2885-15/e35/24846070_1999439220297062_7024457542759612416_n.jpg,"Regina, Karel, Garry, Becky, Julie and Paul were busy through the holiday season in Nova Scotia, Newfoundland and Labrador and New Brunswick collecting information about wintering birds in the area. Each year they learn a little bit about the species that decide to rough it out in some of Canada’s harshest winter climates! Stay tuned to learn more about their adventure!",Regina Karel Garry Becky Julie Paul busy holiday season Nova Scotia Newfoundland Labrador New Brunswick collecting information wintering birds area year learn little bit species decide rough harshest winter climates Stay tuned learn ChristmasBirdCount adventure BiologistsOfInstagram InstaScience BirdCount NatureLovers CanadianWildlifeService CanEnvironment HiddenGem PerksOfFieldwork EnvironmentCanada Adventures Fieldwork Canada AtlanticCanada,"[""christmasbirdcount"",""biologistsofinstagram"",""instascience"",""birdcount"",""naturelovers"",""canadianwildlifeservice"",""canenvironment"",""hiddengem"",""perksoffieldwork"",""environmentcanada"",""adventures"",""fieldwork"",""canada"",""atlanticcanada""]",0,48,48,en,0.0,canenvironment_instagram,"['wildlife', 'or', 'climat', 'nature', 'climate', 'ice', 'bird', 'species']",neutral,"['bird', 'specie']",Environmental
190,2017-01-23_08-07-12,2017-01-23T08:07:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f1a0e94c211d606daca3f6df1e26371/5AF23797/t51.2885-15/e35/25005551_131798637500279_7631079114488676352_n.jpg,"“It’s mine!” “No, MINE!” Two young elk are sparring with their antlers over the stick. These young’uns need to get some practice in before wrestling starts to really count!   ",mine MINE Two young elk sparring antlers stick need get practice wrestling starts really count Elk Wapiti CervusCanadensis Reconyx Wildlife Canada CanEnvironment WildlifePhotography InstaWild Prairies Grasslands NaturePhotography EnvironmentCanada FunnyAnimals WildWest AnimalSelfies,"[""elk"",""wapiti"",""cervuscanadensis"",""reconyx"",""wildlife"",""canada"",""canenvironment"",""wildlifephotography"",""instawild"",""prairies"",""grasslands"",""naturephotography"",""environmentcanada"",""funnyanimals"",""wildwest"",""animalselfies""]",0,48,48,en,0.0,canenvironment_instagram,"['air', 'wildlife', 'lands', 'ice', 'nature']",neutral,[],unknown
191,2017-01-11_08-16-44,2017-01-11T08:16:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9c78a525412e1d83da84d7d93ebf4c46/5AEAFF67/t51.2885-15/e35/25038499_175305143056760_6303296812518211584_n.jpg,They see me rollin’ These ducks were perfectly happy and just kept swimming in Alaksen National wildlife Area last fall.,see nThese ducks perfectly happy kept swimming Alaksen National wildlife Area last fall Wildlife ExploreBc Birds Wetlands InstaBirds WildlifePhotography Ducks Duck DucksOfInstagram InstaDuck MightyDucks BirdsOfInstagram BirdNerds CanEnvironment LoveBird LoveBirds Cute Birdy Birder FeatheredFriends BirdWatching Landscape ProtectedArea Canada Nature NatureLove TimeToConnect EnvironmentCanada,"[""wildlife"",""explorebc"",""birds"",""wetlands"",""instabirds"",""wildlifephotography"",""ducks"",""duck"",""ducksofinstagram"",""instaduck"",""mightyducks"",""birdsofinstagram"",""birdnerds"",""canenvironment"",""lovebird"",""lovebirds"",""cute"",""birdy"",""birder"",""featheredfriends"",""birdwatching"",""landscape"",""protectedarea"",""canada"",""nature"",""naturelove"",""timetoconnect"",""environmentcanada""]",3,45,48,en,0.0,canenvironment_instagram,"['wildlife', 'lands', 'nature', 'wetlands', 'or', 'bird', 'landscape']",neutral,['wildlife'],Environmental
192,2016-12-14_13-08-43,2016-12-14T13:08:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c32d6aca8dfe06885556fc13cd7a9205/5AF43260/t51.2885-15/e35/25011079_527135514294361_2686397173431533568_n.jpg,Our friends from will be in National Park for the next days filming the effects of on the Athabasca . How cool?!,friends scitechmuseum Jasper National Park next days filming effects climatechange Athabasca glacier cool,"[""jasper"",""climatechange"",""glacier""]",1,47,48,en,0.0,canenvironment_instagram,"['climate', 'park', 'climat']",neutral,"['friend', 'park']",Environmental
193,2016-12-01_09-32-07,2016-12-01T09:32:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/917b6be61e6d4e301fa0e71647ec8405/5AEF15BD/t51.2885-15/e35/25008278_160229517922152_3602299563483856896_n.jpg,"During the month of December, we'll be sharing photos of our ! Stay tuned!",month December sharing photos ArcticScience adventures Stay tuned Arctic CanadianArctic ClimateScience ClimateResearch InstaScience,"[""arcticscience"",""adventures"",""arctic"",""canadianarctic"",""climatescience"",""climateresearch"",""instascience""]",0,47,47,en,0.0,canenvironment_instagram,"['climate', 'climat']",neutral,[],unknown
194,2017-04-26_13-17-37,2017-04-26T13:17:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9eec47bfe7c90ee37e056db7aa250797/5ADEC2E7/t51.2885-15/e35/25009660_177797812804083_1156553556585611264_n.jpg,"Meet Anthony Levesque – Anthony is from Guadeloupe. He is a dedicated bird biologist with his own birding business now. In the past he was with various agencies in his home country working with hunters and government to implement protection measures for species at critical times of the year to help reduce the impact of hunting on their populations. Shorebirds look completely different in the winter – so Anthony is used to identifying them more from their shape and sound than when they are in their breeding plumage in the arctic and are easier to identify. Arctic-breeding shorebirds spend most of their life cycle outside Canada, so it is fantastic when we get to cooperate with our international colleagues. In this photo, the twin otter is loaded up and the survey team is about to head to the tundra!.....",Meet Anthony Levesque Anthony Guadeloupe dedicated bird biologist birding business past various agencies home country working hunters government implement protection measures species critical times year help reduce impact hunting populations Shorebirds look completely different winter Anthony used identifying shape sound breeding plumage arctic easier identify Arctic breeding shorebirds spend life cycle outside Canada fantastic get cooperate international colleagues photo twin otter loaded survey team head tundra NationalVolunteerWeek2017 NationalVolunteerWeek Volunteering SkilledVolunteers CitizenScientists ClosetBirdNerds CenterForConservationBiology ArcticShorebirdMonitoringProgram CanadianWildlifeService MigratoryBirds CanadianVolunteers InternationalVolunteers MigratoryConnectivity KendallIsland FieldWork,"[""nationalvolunteerweek2017"",""nationalvolunteerweek"",""volunteering"",""skilledvolunteers"",""citizenscientists"",""closetbirdnerds"",""centerforconservationbiology"",""arcticshorebirdmonitoringprogr"",""canadianwildlifeservice"",""migratorybirds"",""canadianvolunteers"",""internationalvolunteers"",""migratoryconnectivity"",""kendallisland"",""fieldwork""]",1,46,47,en,0.5375,canenvironment_instagram,"['wildlife', 'or', 'government', 'populations', 'biology', 'ice', 'species', 'conservation', 'bird']",positive,"['bird', 'government', 'government', 'specie', 'population', 'population', 'arctic']",Environmental
195,2017-01-05_06-20-18,2017-01-05T06:20:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/58535d9d4c182a22899613996611a05f/5ADC961D/t51.2885-15/e35/25007251_1652581288118219_3442188779031363584_n.jpg,"Here are cool photos of our Alert lab.The lab was built in ’86, eanded in ‘92 and houses programs from + international research institutions. FLABBERGASTING! We know!.",cool retro photos Alert lab nThe lab built 86 expanded 92 houses programs 10 international research institutions FLABBERGASTING know ArcticScience ClimateResearch InstaScience ScienceofInstagram CanEnvironment Arctic CanadianArctic ArcticAdventures WinterWonderland Canada TBT ThrowBack Nunavut EnvironmentCanada,"[""retro"",""arcticscience"",""climateresearch"",""instascience"",""scienceofinstagram"",""canenvironment"",""arctic"",""canadianarctic"",""arcticadventures"",""winterwonderland"",""canada"",""tbt"",""throwback"",""nunavut"",""environmentcanada""]",3,44,47,en,0.10416666666666667,canenvironment_instagram,"['climate', 'gas', 'climat']",positive,[],unknown
196,2016-10-31_06-46-48,2016-10-31T06:46:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2acebdc3350f34d50b8a0eac126ff4ea/5AED1885/t51.2885-15/e35/24327515_149450615689596_4345084208520101888_n.jpg,“I AM A MAGICAL OWL DELIVERING A MESSAGE: HOOOOO!” A burrowing owl trying really hard to be a spooky hoot. Happy owl-ween!,MAGICAL OWL DELIVERING MESSAGE HOOOOO burrowing owl trying really hard spooky hoot Happy owl ween,[],1,45,46,en,0.0,canenvironment_instagram,,neutral,[],unknown
197,2017-05-15_12-48-39,2017-05-15T12:48:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/50a063522fdc121c992b60671dfd8541/5AF403CD/t51.2885-15/s1080x1080/e35/25007558_157830724828155_5577812291455287296_n.jpg,"Meet meteorologists, Darin, Paul and Tracey, telling visiting students all about weather and hurricane science. The students visited the Canadian Hurricane and Atlantic Storm Prediction Centres in Dartmouth, Nova Scotia, today as part of Science Odyssey. Science Odyssey is Canada's largest celebration of science, technology, engineering and mathematics, being held in research centres, laboratories and classrooms from coast to coast. ...",Meet meteorologists Darin Paul Tracey telling visiting students weather hurricane science students visited Canadian Hurricane Atlantic Storm Prediction Centres Dartmouth Nova Scotia today part Science Odyssey Science Odyssey Canada largest celebration science technology engineering mathematics held research centres laboratories classrooms coast coast OdySci STEM Wx Weather Hurricanes Meteorologists ScienceOdyssey MeteorologistsOfInstagram CanadianHurricaneCentre EnvironmentCanada EnvironmentCan,"[""odysci"",""stem"",""wx"",""weather"",""hurricanes"",""meteorologists"",""scienceodyssey"",""meteorologistsofinstagram"",""canadianhurricanecentre"",""environmentcanada"",""environmentcan""]",0,45,45,en,0.0,canenvironment_instagram,"['students', 'race']",neutral,"['student', 'student', 'technology', 'engineering', 'coast', 'coast']",Environmental
198,2016-11-23_07-38-53,2016-11-23T07:38:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/19a1b100d78c0502fbb80dfe58a0eb07/5ADFFE85/t51.2885-15/e35/25005693_824562927741945_3648188913924702208_n.jpg,Geoff Green of such an inspiration,Geoff Green studentsonice inspiration youthclimateaction,"[""youthclimateaction""]",8,37,45,en,-0.0205787037037037,canenvironment_instagram,"['climate', 'green ', 'ice', 'climat']",negative,"['green', 'green']",Environmental
199,2016-12-21_06-34-28,2016-12-21T06:34:28,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bc76ea0d87ad7cd6351b0630ba4fdef5/5AF04F07/t51.2885-15/e35/24327121_172473173349685_4120821391647834112_n.jpg,"Spotted: Climate scientist Peter, cutting ice cores out of a lake to study its structure -- bubble content,layers, density, and thickness, near Puvirnituq, Nunavik. ",Spotted Climate Peter cutting ice cores lake study structure bubble content layers density thickness near Puvirnituq Nunavik ArcticScience Nunavik QuebecOriginal Canada instaScience Adventures ArcticScienceAdventures ScientistOfInstagram ClimateScience Ice Frozen WinterWonderland CanEnvironment EnvironmentCanada,"[""arcticscience"",""nunavik"",""quebecoriginal"",""canada"",""instascience"",""adventures"",""arcticscienceadventures"",""scientistofinstagram"",""climatescience"",""ice"",""frozen"",""winterwonderland"",""canenvironment"",""environmentcanada""]",0,45,45,en,0.0,canenvironment_instagram,"['climat', 'climate', 'lake ', 'ice', 'or']",neutral,"['climate', 'ice', 'lake']",Environmental
200,2016-10-27_07-49-44,2016-10-27T07:49:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d9ecd626552c63492b3c939e54ad1df/5AE41E19/t51.2885-15/e35/25013483_270371780153368_785125184259489792_n.jpg,"Here is a photo of the Automated Weather Station taken in the Callaghan valley near Whistler last March, while the sun was still coming up over the mountains and the hoar frost is on the snow. Automated weather stations like this one near Whistler, BC provide weather data for more accurate forecasting!",photo Automated Weather Station taken Callaghan valley near Whistler last March sun still coming mountains hoar frost snow nAutomated weather stations like one near Whistler BC provide weather data accurate forecasting,[],2,42,44,en,0.0,canenvironment_instagram,['or'],neutral,[],unknown
201,2016-11-08_07-13-04,2016-11-08T07:13:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65a9d0b28dd7d73910fd03d8b2792eb4/5AEB90F1/t51.2885-15/e35/25011665_136703667040238_4247552617988751360_n.jpg,"“It’s getting hot in here” or is it just this carefully planned grassland fire? Biologist and Fireboss Kerry stands to watch as her colleague Sarah steps back from the flames while lighting up the primary fireline – Woah!!! A controlled burn can help keep ecosystems healthy by reducing the number of shrubs and trees, & removing old plant material that builds up over years.",getting hot carefully planned grassland fire Biologist Fireboss Kerry stands watch colleague Sarah steps back flames lighting primary fireline Woah controlled burn help keep ecosystems healthy reducing number shrubs trees removing old plant material builds years,[],3,41,44,en,0.0,canenvironment_instagram,"['health', 'healthy ']",neutral,"['ecosystem', 'healthy', 'tree', 'plant', 'material']",Environmental
202,2016-12-15_09-39-58,2016-12-15T09:39:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/628be959d98f2baa8b4433156cf73622/5AECA3D5/t51.2885-15/e35/24845628_175974602987523_2226113293620084736_n.jpg,"Can you guess what this is? . . . . .It’s special because It wasn’t cut by one of our scientists... Freshwater lake ice is very brittle and breaks into small discs like this one. Our scientists take the discs from the ice corer in the correct order, and accurately reconstruct its ice growth history. Fascinating, isn’t it?",guess special cut one scientists Freshwater lake ice brittle breaks small discs like one scientists take discs ice corer correct order accurately reconstruct ice growth history Fascinating ArcticScience CanEnvironment Canada instaScience Adventures ArcticScienceAdventures ScientistOfInstagram ClimateScience Ice Frozen CanEnvironment EnvironmentCanada,"[""arcticscience"",""canenvironment"",""canada"",""instascience"",""adventures"",""arcticscienceadventures"",""scientistofinstagram"",""climatescience"",""ice"",""frozen"",""canenvironment"",""environmentcanada""]",1,43,44,en,0.34375,canenvironment_instagram,"['climate', 'climat', 'ice', 'water', 'or', 'lake ']",positive,"['lake', 'ice', 'ice', 'ice', 'growth']",Environmental
203,2017-06-12_13-00-46,2017-06-12T13:00:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/40569a5c991382c777535f1374f0284f/5AE509EC/t51.2885-15/e35/25007996_161449104463494_4206270719484493824_n.jpg,Fieldwork time of year for Jennie and her crew... visiting Tundra shorebirds!.. ....,Fieldwork time year Jennie crew visiting Tundra shorebirds Repost jennierausch WorkCommute ArcticShoreBirdMonitoringProgram ArcticPrism Kugluktuk Nunavut BirdMonitoring BirdNerd BiologistOfInstagram EnvironmentCanada CanadianWildlifeService PerksOfFieldWork FieldWork,"[""repost"",""workcommute"",""arcticshorebirdmonitoringprogr"",""arcticprism"",""kugluktuk"",""nunavut"",""birdmonitoring"",""birdnerd"",""biologistofinstagram"",""environmentcanada"",""canadianwildlifeservice"",""perksoffieldwork"",""fieldwork""]",0,43,43,en,0.0,canenvironment_instagram,"['wildlife', 'bird', 'ice', 'or']",neutral,[],unknown
